date,cap,pv,total,close,peak,dd,month
2024-05-21,8881.522708205257,981.4446783893461,9862.967386594602,69285.99,12066.796704906035,-18.26358206080836,2024-05
2024-05-21,8881.522708205257,987.6917816213742,9869.21448982663,69727.01,12066.796704906035,-18.21181104498037,2024-05
2024-05-21,8881.522708205257,987.7024054647917,9869.225113670049,69727.76,12066.796704906035,-18.21172300302791,2024-05
2024-05-21,8881.522708205257,994.7064929531339,9876.22920115839,70222.22,12066.796704906035,-18.15367870461445,2024-05
2024-05-21,8881.522708205257,993.6599735508795,9875.182681756136,70148.34,12066.796704906035,-18.162351423877457,2024-05
2024-05-22,8881.522708205257,993.258675572186,9874.781383777443,70120.01,12066.796704906035,-18.165677061894794,2024-05
2024-05-22,8881.522708205257,993.8191895508977,9875.341897756154,70159.58,12066.796704906035,-18.161031968483353,2024-05
2024-05-22,8881.522708205257,991.6013559990436,9873.124064204301,70003.01,12066.796704906035,-18.179411606477515,2024-05
2024-05-22,8881.522708205257,990.9314872587538,9872.454195464012,69955.72,12066.796704906035,-18.184962945052874,2024-05
2024-05-22,8881.522708205257,985.8923858489272,9867.415094054184,69599.98,12066.796704906035,-18.226723003940574,2024-05
2024-05-22,8881.522708205257,990.1155760842836,9871.63828428954,69898.12,12066.796704906035,-18.191724567001305,2024-05
2024-05-22,8881.522708205257,989.4917439988034,9871.014452204061,69854.08,12066.796704906035,-18.19689439044936,2024-05
2024-05-22,8881.522708205257,987.5216584754473,9869.044366680704,69715.0,12066.796704906035,-18.213220890112318,2024-05
2024-05-22,8881.522708205257,991.7041948033259,9873.226903008583,70010.27,12066.796704906035,-18.178559360377772,2024-05
2024-05-22,8881.522708205257,991.3808050096948,9872.903513214951,69987.44,12066.796704906035,-18.181239357410455,2024-05
2024-05-22,8881.522708205257,994.2500926399147,9875.772800845172,70190.0,12066.796704906035,-18.157460986891838,2024-05
2024-05-22,8881.522708205257,987.8209675573321,9869.34367576259,69736.13,12066.796704906035,-18.21074045483853,2024-05
2024-05-22,8881.522708205257,986.5142348169697,9868.036943022227,69643.88,12066.796704906035,-18.221569614990294,2024-05
2024-05-22,8881.522708205257,985.7066810659879,9867.229389271244,69586.87,12066.796704906035,-18.22826197726946,2024-05
2024-05-22,8881.522708205257,993.1824672020707,9874.705175407327,70114.63,12066.796704906035,-18.166308616167058,2024-05
2024-05-22,8881.522708205257,998.0165992595606,9879.539307464818,70455.9,12066.796704906035,-18.126247180015366,2024-05
2024-05-22,8881.522708205257,994.8149978072389,9876.337706012497,70229.88,12066.796704906035,-18.152779502806712,2024-05
2024-05-22,8881.522708205257,989.6254627746195,9871.148170979877,69863.52,12066.796704906035,-18.195786235741142,2024-05
2024-05-22,8881.522708205257,985.5328749876765,9867.055583192934,69574.6,12066.796704906035,-18.229702343611585,2024-05
2024-05-22,8881.522708205257,986.4234363685607,9867.946144573818,69637.47,12066.796704906035,-18.2223220802106,2024-05
2024-05-22,8881.522708205257,983.6547211226938,9865.17742932795,69442.01,12066.796704906035,-18.245266986912654,2024-05
2024-05-22,8881.522708205257,984.4445684679796,9865.967276673236,69497.77,12066.796704906035,-18.238721361220918,2024-05
2024-05-22,8881.522708205257,979.3948432147354,9860.917551419992,69141.28,12066.796704906035,-18.28056946206106,2024-05
2024-05-22,8881.522708205257,979.753787471004,9861.27649567626,69166.62,12066.796704906035,-18.27759481796084,2024-05
2024-05-23,8881.522708205257,984.4734653220753,9865.996173527332,69499.81,12066.796704906035,-18.238481887110247,2024-05
2024-05-23,8881.522708205257,984.2376159982051,9865.760324203462,69483.16,12066.796704906035,-18.24043641845471,2024-05
2024-05-23,8881.522708205257,984.5591643256438,9866.0818725309,69505.86,12066.796704906035,-18.237771682027127,2024-05
2024-05-23,8881.522708205257,983.7132230871133,9865.23593129237,69446.14,12066.796704906035,-18.244782169227804,2024-05
2024-05-23,8881.522708205257,985.1845545748253,9866.707262780083,69550.01,12066.796704906035,-18.23258894575936,2024-05
2024-05-23,8881.522708205257,984.1771309163477,9865.699839121604,69478.89,12066.796704906035,-18.24093767063735,2024-05
2024-05-23,8881.522708205257,985.3458953435269,9866.868603548784,69561.4,12066.796704906035,-18.23125188197477,2024-05
2024-05-23,8881.522708205257,987.7913624470083,9869.314070652264,69734.04,12066.796704906035,-18.21098579841271,2024-05
2024-05-23,8881.522708205257,987.139058461169,9868.661766666426,69687.99,12066.796704906035,-18.21639157429334,2024-05
2024-05-23,8881.522708205257,986.5309496639467,9868.053657869204,69645.06,12066.796704906035,-18.221431095651763,2024-05
2024-05-23,8881.522708205257,985.0032409804987,9866.525949185756,69537.21,12066.796704906035,-18.234091528414563,2024-05
2024-05-23,8881.522708205257,991.3139456217867,9872.836653827044,69982.72,12066.796704906035,-18.181793434764558,2024-05
2024-05-23,8881.522708205257,983.4637752436686,9864.986483448925,69428.53,12066.796704906035,-18.246849394271415,2024-05
2024-05-23,8881.522708205257,963.740397462063,9845.26310566732,68036.14,12066.796704906035,-18.41030103984017,2024-05
2024-05-23,8881.522708205257,959.6677825007453,9841.190490706002,67748.63,12066.796704906035,-18.444051628840004,2024-05
2024-05-23,8881.522708205257,964.3050193268961,9845.827727532152,68076.0,12066.796704906035,-18.405621903540453,2024-05
2024-05-23,8881.522708205257,960.7181264866299,9842.240834691887,67822.78,12066.796704906035,-18.435347214474103,2024-05
2024-05-23,8881.522708205257,958.1184011767253,9839.641109381982,67639.25,12066.796704906035,-18.4568916671858,2024-05
2024-05-23,8881.522708205257,954.6310891620933,9836.153797367351,67393.06,12066.796704906035,-18.485791731551792,2024-05
2024-05-23,8881.522708205257,951.8960869126714,9833.418795117928,67199.98,12066.796704906035,-18.508457251791402,2024-05
2024-05-23,8881.522708205257,960.4363821591957,9841.959090364453,67802.89,12066.796704906035,-18.43768208705317,2024-05
2024-05-23,8881.522708205257,963.1260560100359,9844.648764215293,67992.77,12066.796704906035,-18.41539221247737,2024-05
2024-05-23,8881.522708205257,958.7872783582961,9840.309986563552,67686.47,12066.796704906035,-18.451348545859343,2024-05
2024-05-23,8881.522708205257,962.7985583302831,9844.32126653554,67969.65,12066.796704906035,-18.418106252398335,2024-05
2024-05-24,8881.522708205257,961.1320314261789,9842.654739631436,67852.0,12066.796704906035,-18.43191710000652,2024-05
2024-05-24,8881.522708205257,959.5740093761792,9841.096717581437,67742.01,12066.796704906035,-18.444828745806987,2024-05
2024-05-24,8881.522708205257,962.9220782164182,9844.444786421675,67978.37,12066.796704906035,-18.417082617964486,2024-05
2024-05-24,8881.522708205257,961.6962283372751,9843.218936542533,67891.83,12066.796704906035,-18.427241485384894,2024-05
2024-05-24,8881.522708205257,959.0955114686515,9840.618219673908,67708.23,12066.796704906035,-18.448794155345492,2024-05
2024-05-24,8881.522708205257,953.3127410195945,9834.83544922485,67299.99,12066.796704906035,-18.49671715090492,2024-05
2024-05-24,8881.522708205257,947.4628278801381,9828.985536085394,66887.01,12066.796704906035,-18.545196571603853,2024-05
2024-05-24,8881.522708205257,951.2721131759456,9832.794821381203,67155.93,12066.796704906035,-18.513628249132157,2024-05
2024-05-24,8881.522708205257,951.7568437382783,9833.279551943535,67190.15,12066.796704906035,-18.509611188314892,2024-05
2024-05-24,8881.522708205257,954.3789499449827,9835.90165815024,67375.26,12066.796704906035,-18.48788126055669,2024-05
2024-05-24,8881.522708205257,954.0697252759082,9835.592433481164,67353.43,12066.796704906035,-18.490443868319446,2024-05
2024-05-24,8881.522708205257,954.0209972474331,9835.54370545269,67349.99,12066.796704906035,-18.490847687408024,2024-05
2024-05-24,8881.522708205257,956.0042563366269,9837.526964541885,67490.0,12066.796704906035,-18.474412015724017,2024-05
2024-05-24,8881.522708205257,950.1557597096263,9831.678467914884,67077.12,12066.796704906035,-18.52287969749596,2024-05
2024-05-24,8881.522708205257,961.3796378034311,9842.902346008688,67869.48,12066.796704906035,-18.42986513556801,2024-05
2024-05-24,8881.522708205257,967.8528164233855,9849.375524628642,68326.46,12066.796704906035,-18.37622058699182,2024-05
2024-05-24,8881.522708205257,968.8142034270537,9850.33691163231,68394.33,12066.796704906035,-18.368253377241135,2024-05
2024-05-24,8881.522708205257,976.246502630747,9857.769210836004,68919.02,12066.796704906035,-18.306660401197444,2024-05
2024-05-24,8881.522708205257,976.9747316842106,9858.497439889468,68970.43,12066.796704906035,-18.300625418829934,2024-05
2024-05-24,8881.522708205257,979.036465563449,9860.559173768706,69115.98,12066.796704906035,-18.283539410590485,2024-05
2024-05-24,8881.522708205257,975.0841125096183,9856.606820714875,68836.96,12066.796704906035,-18.316293364688548,2024-05
2024-05-24,8881.522708205257,975.6371189723146,9857.159827177571,68876.0,12066.796704906035,-18.311710487590176,2024-05
2024-05-24,8881.522708205257,974.390446360073,9855.91315456533,68787.99,12066.796704906035,-18.322041917237396,2024-05
2024-05-24,8881.522708205257,971.0191467155611,9852.541854920819,68549.99,12066.796704906035,-18.3499805634826,2024-05
2024-05-25,8881.522708205257,970.7485928365265,9852.271301041783,68530.89,12066.796704906035,-18.35222269853843,2024-05
2024-05-25,8881.522708205257,971.9182071711795,9853.440915376437,68613.46,12066.796704906035,-18.342529866519648,2024-05
2024-05-25,8881.522708205257,974.8044929508675,9856.327201156124,68817.22,12066.796704906035,-18.31861062887712,2024-05
2024-05-25,8881.522708205257,973.9635095059319,9855.486217711188,68757.85,12066.796704906035,-18.325580029833333,2024-05
2024-05-25,8881.522708205257,974.3391686091774,9855.861876814435,68784.37,12066.796704906035,-18.32246686639457,2024-05
2024-05-25,8881.522708205257,973.4020039685015,9854.924712173759,68718.21,12066.796704906035,-18.33023334049366,2024-05
2024-05-25,8881.522708205257,972.5831181178743,9854.105826323132,68660.4,12066.796704906035,-18.33701961418877,2024-05
