date,capital,position_value,total_equity,close,peak,drawdown,month
2025-02-18,10772.460690522828,1002.0920523980915,11774.55274292092,95775.95,12069.762853001817,-2.445865040401165,2025-02
2025-02-18,10772.460690522828,1001.7420691386959,11774.202759661524,95742.5,12069.762853001817,-2.448764710126724,2025-02
2025-02-18,10772.460690522828,1000.673181551854,11773.133872074683,95640.34,12069.762853001817,-2.4576206222093373,2025-02
2025-02-18,10772.460690522828,1006.4660584247091,11778.926748947537,96194.0,12069.762853001817,-2.409625670333265,2025-02
2025-02-18,10772.460690522828,1006.842722022265,11779.303412545094,96230.0,12069.762853001817,-2.4065049495523803,2025-02
2025-02-18,10772.460690522828,999.5901690801038,11772.050859602932,95536.83,12069.762853001817,-2.466593561321236,2025-02
2025-02-18,10772.460690522828,999.6911358500041,11772.151826372832,95546.48,12069.762853001817,-2.465757034778589,2025-02
2025-02-18,10772.460690522828,990.2065372059931,11762.667227728822,94639.98,12069.762853001817,-2.544338517774765,2025-02
2025-02-18,10772.460690522828,984.5793923160626,11757.04008283889,94102.16,12069.762853001817,-2.590960352507268,2025-02
2025-02-18,10772.460690522828,982.7156399096007,11755.176330432429,93924.03,12069.762853001817,-2.6064018523044084,2025-02
2025-02-18,10772.460690522828,984.6001088139282,11757.060799336756,94104.14,12069.762853001817,-2.5907887128643203,2025-02
2025-02-18,10772.460690522828,985.5614380179125,11758.02212854074,94196.02,12069.762853001817,-2.582823939938017,2025-02
2025-02-18,10772.460690522828,994.6582824139952,11767.118972936823,95065.46,12069.762853001817,-2.507455065612368,2025-02
2025-02-18,10772.460690522828,997.1585963003263,11769.619286823156,95304.43,12069.762853001817,-2.4867395476955405,2025-02
2025-02-18,10772.460690522828,1001.0017159119444,11773.462406434774,95671.74,12069.762853001817,-2.454898660194903,2025-02
2025-02-19,10772.460690522828,997.4277015150246,11769.888392037854,95330.15,12069.762853001817,-2.484509966070982,2025-02
2025-02-19,10772.460690522828,998.995459111074,11771.456149633903,95479.99,12069.762853001817,-2.4715208326874785,2025-02
2025-02-19,10772.460690522828,1002.6759856030802,11775.136676125909,95831.76,12069.762853001817,-2.4410270563239234,2025-02
2025-02-19,10772.460690522828,1001.4047459613291,11773.865436484157,95710.26,12069.762853001817,-2.4515594889593806,2025-02
2025-02-19,10772.460690522828,996.2108688373651,11768.671559360193,95213.85,12069.762853001817,-2.4945916279269835,2025-02
2025-02-19,10772.460690522828,997.0006068469072,11769.461297369735,95289.33,12069.762853001817,-2.4880485166897524,2025-02
2025-02-19,10772.460690522828,1000.4217586004854,11772.882449123314,95616.31,12069.762853001817,-2.4597037033305753,2025-02
2025-02-19,10772.460690522828,1001.1688080689713,11773.6294985918,95687.71,12069.762853001817,-2.4535142737818414,2025-02
2025-02-19,10772.460690522828,1000.5648907675567,11773.025581290385,95629.99,12069.762853001817,-2.45851782943384,2025-02
2025-02-19,10772.460690522828,1003.7812840043524,11776.24197452718,95937.4,12069.762853001817,-2.4318694745658327,2025-02
2025-02-19,10772.460690522828,1007.8923579141208,11780.35304843695,96330.32,12069.762853001817,-2.3978085409763468,2025-02
2025-02-19,10772.460690522828,1008.857872269189,11781.318562792017,96422.6,12069.762853001817,-2.3898090933747067,2025-02
2025-02-19,10772.460690522828,1006.1777015150246,11778.638392037854,96166.44,12069.762853001817,-2.412014755464389,2025-02
2025-02-19,10772.460690522828,1007.3401272285929,11779.800817751422,96277.54,12069.762853001817,-2.402383864387858,2025-02
2025-02-19,10772.460690522828,1001.9913995145224,11774.45209003735,95766.33,12069.762853001817,-2.44669896634317,2025-02
2025-02-19,10772.460690522828,1003.8476186490333,11776.308309171862,95943.74,12069.762853001817,-2.4313198809616363,2025-02
2025-02-19,10772.460690522828,1007.575123461957,11780.035813984785,96300.0,12069.762853001817,-2.400436881367356,2025-02
2025-02-19,10772.460690522828,1008.5122834184315,11780.97297394126,96389.57,12069.762853001817,-2.392672354691162,2025-02
2025-02-19,10772.460690522828,1000.9891604586925,11773.44985098152,95670.54,12069.762853001817,-2.4550026842209443,2025-02
2025-02-19,10772.460690522828,1006.597262911191,11779.05795343402,96206.54,12069.762853001817,-2.4085386192612552,2025-02
2025-02-19,10772.460690522828,1006.3271114087219,11778.78780193155,96180.72,12069.762853001817,-2.410776869554648,2025-02
2025-02-19,10772.460690522828,1007.7387628693396,11780.199453392168,96315.64,12069.762853001817,-2.3990811015614395,2025-02
2025-02-19,10772.460690522828,1010.084644680673,11782.545335203502,96539.85,12069.762853001817,-2.3796450791647725,2025-02
2025-02-19,10772.460690522828,1011.1782246589102,11783.638915181738,96644.37,12069.762853001817,-2.3705845864976403,2025-02
2025-02-20,10772.460690522828,1013.3713484556791,11785.832038978508,96853.98,12069.762853001817,-2.352414189750999,2025-02
2025-02-20,10772.460690522828,1012.468297480539,11784.928988003367,96767.67,12069.762853001817,-2.3598961178231512,2025-02
2025-02-20,10772.460690522828,1016.3066041684104,11788.767294691239,97134.52,12069.762853001817,-2.328095106199152,2025-02
2025-02-20,10772.460690522828,1015.4772118523479,11787.937902375175,97055.25,12069.762853001817,-2.334966759985268,2025-02
2025-02-20,10772.460690522828,1017.2476353896376,11789.708325912467,97224.46,12069.762853001817,-2.3202985054482634,2025-02
2025-02-20,10772.460690522828,1013.95737423621,11786.418064759038,96909.99,12069.762853001817,-2.347558868336088,2025-02
2025-02-20,10772.460690522828,1013.9364484807902,11786.397139003619,96907.99,12069.762853001817,-2.3477322417128033,2025-02
2025-02-20,10772.460690522828,1013.517200970955,11785.977891493783,96867.92,12069.762853001817,-2.3512057773152946,2025-02
2025-02-20,10772.460690522828,1016.4686741441365,11788.929364666965,97150.01,12069.762853001817,-2.326752329396494,2025-02
2025-02-20,10772.460690522828,1016.8308989704528,11789.291589493281,97184.63,12069.762853001817,-2.3237512362455517,2025-02
2025-02-20,10772.460690522828,1018.8120448648195,11791.272735387647,97373.98,12069.762853001817,-2.3073371118050443,2025-02
2025-02-20,10772.460690522828,1017.074579392316,11789.535269915144,97207.92,12069.762853001817,-2.321732303273703,2025-02
2025-02-20,10772.460690522828,1019.3810161546832,11791.841706677511,97428.36,12069.762853001817,-2.3026230896921547,2025-02
2025-02-20,10772.460690522828,1020.7812630785971,11793.241953601426,97562.19,12069.762853001817,-2.2910218101892466,2025-02
2025-02-20,10772.460690522828,1014.5529212354566,11787.013611758284,96966.91,12069.762853001817,-2.342624662034779,2025-02
2025-02-20,10772.460690522828,1013.8922951368545,11786.352985659683,96903.77,12069.762853001817,-2.348098059537669,2025-02
2025-02-20,10772.460690522828,1020.6613585000417,11793.12204902287,97550.73,12069.762853001817,-2.2920152396378315,2025-02
2025-02-20,10772.460690522828,1024.8906629279315,11797.35135345076,97954.95,12069.762853001817,-2.256974746469911,2025-02
2025-02-20,10772.460690522828,1028.449401523395,11800.910092046222,98295.08,12069.762853001817,-2.227490003158842,2025-02
2025-02-20,10772.460690522828,1029.7857202645016,11802.24641078733,98422.8,12069.762853001817,-2.216418379321804,2025-02
2025-02-20,10772.460690522828,1030.108081526743,11802.568772049572,98453.61,12069.762853001817,-2.2137475624534995,2025-02
2025-02-20,10772.460690522828,1026.2980246086884,11798.758715131517,98089.46,12069.762853001817,-2.2453145200189297,2025-02
2025-02-20,10772.460690522828,1026.773980915711,11799.234671438538,98134.95,12069.762853001817,-2.2413711425655474,2025-02
2025-02-20,10772.460690522828,1028.553193270277,11801.013883793104,98305.0,12069.762853001817,-2.2266300712103346,2025-02
2025-02-21,10772.460690522828,1027.8346028291621,11800.29529335199,98236.32,12069.762853001817,-2.2325837129667314,2025-02
2025-02-21,10772.460690522828,1028.6264334142463,11801.087123937075,98312.0,12069.762853001817,-2.226023264391817,2025-02
2025-02-21,10772.460690522828,1026.5246505398843,11798.985341062713,98111.12,12069.762853001817,-2.2434368863491017,2025-02
2025-02-21,10772.460690522828,1026.8476395747887,11799.308330097618,98141.99,12069.762853001817,-2.240760868279496,2025-02
2025-02-21,10772.460690522828,1027.4965472503557,11799.957237773184,98204.01,12069.762853001817,-2.235384559867565,2025-02
2025-02-21,10772.460690522828,1028.8522223152256,11801.312912838053,98333.58,12069.762853001817,-2.224152565657071,2025-02
2025-02-21,10772.460690522828,1029.6516908010378,11802.112381323866,98409.99,12069.762853001817,-2.2175288357996594,2025-02
2025-02-21,10772.460690522828,1027.2428224658909,11799.703512988719,98179.76,12069.762853001817,-2.237486712060238,2025-02
2025-02-21,10772.460690522828,1027.5948983008286,11800.055588823658,98213.41,12069.762853001817,-2.2345697049969955,2025-02
2025-02-21,10772.460690522828,1028.8953293713903,11801.356019894218,98337.7,12069.762853001817,-2.2237954165010403,2025-02
2025-02-21,10772.460690522828,1031.7652967272118,11804.22598725004,98612.0,12069.762853001817,-2.2000172578845403,2025-02
2025-02-21,10772.460690522828,1031.9463045115929,11804.406995034422,98629.3,12069.762853001817,-2.198517578175945,2025-02
2025-02-21,10772.460690522828,1034.8204570184982,11807.281147541327,98904.0,12069.762853001817,-2.1747047448841084,2025-02
2025-02-21,10772.460690522828,1039.329224910019,11811.789915432848,99334.93,12069.762853001817,-2.137348850270162,2025-02
2025-02-21,10772.460690522828,1033.4997279651795,11805.960418488008,98777.77,12069.762853001817,-2.1856472055554934,2025-02
