timestamp,type,price,shares,value,signal,pnl,reason,capital_after
2024-05-06 03:00:00,OPEN_LONG,63866.59,0.015657638837457896,1000.0,BUY,,,
2024-05-06 04:00:00,CLOSE_LONG,64166.0,0.015657638837457896,,,2.683365590679159,DAILY_LOSS_STOP,9990.793944069996
2024-05-07 00:00:00,OPEN_SHORT,63545.45,0.015736767935391128,1000.0,SELL,,,
2024-05-08 00:00:00,CLOSE_SHORT,62586.01,0.015736767935391128,,,13.113583112559695,DAILY_LOSS_STOP,10003.907527182555
2024-05-09 00:00:00,OPEN_SHORT,61400.0,0.016286644951140065,1000.0,SELL,,,
2024-05-10 00:00:00,CLOSE_SHORT,62840.73,0.016286644951140065,,,-25.48812263843638,DAILY_LOSS_STOP,9978.419404544118
2024-05-11 00:00:00,OPEN_SHORT,60779.99,0.016452783226848178,1000.0,SELL,,,
2024-05-12 00:00:00,CLOSE_SHORT,60978.0,0.016452783226848178,,,-5.261073422354912,DAILY_LOSS_STOP,9973.158331121764
2024-05-13 05:00:00,OPEN_SHORT,60858.97,0.01643143155396813,1000.0,SELL,,,
2024-05-13 07:00:00,CLOSE_SHORT,62334.37,0.01643143155396813,,,-26.267177048839244,SIGNAL_REVERSE,9946.891154072924
2024-05-13 08:00:00,OPEN_LONG,62767.18,0.015931893068957377,1000.0,BUY,,,
2024-05-13 09:00:00,CLOSE_LONG,63060.6,0.015931893068957377,,,2.6700613282292807,DAILY_LOSS_STOP,9949.561215401154
2024-05-14 00:00:00,OPEN_LONG,62815.03,0.015919756784323752,1000.0,BUY,,,
2024-05-14 01:00:00,CLOSE_LONG,62652.02,0.015919756784323752,,,-4.592484473859145,DAILY_LOSS_STOP,9944.968730927296
2024-05-15 00:00:00,OPEN_SHORT,61438.35,0.01627647877913388,1000.0,SELL,,,
2024-05-15 15:00:00,CLOSE_SHORT,64725.11,0.01627647877913388,,,-55.55037627149818,SIGNAL_REVERSE,9889.418354655798
2024-05-15 16:00:00,OPEN_LONG,64759.27,0.015441804702245718,1000.0,BUY,,,
2024-05-15 17:00:00,CLOSE_LONG,65046.56,0.015441804702245718,,,2.431839796835334,DAILY_LOSS_STOP,9891.850194452632
2024-05-16 00:00:00,OPEN_LONG,66083.9,0.015132278815263628,1000.0,BUY,,,
2024-05-16 01:00:00,CLOSE_LONG,65985.99,0.015132278815263628,,,-3.4801198173832972,DAILY_LOSS_STOP,9888.37007463525
2024-05-17 15:00:00,OPEN_LONG,67195.1,0.014882037529522241,1000.0,BUY,,,
2024-05-17 16:00:00,CLOSE_LONG,66929.99,0.014882037529522241,,,-5.941431592482104,DAILY_LOSS_STOP,9882.428643042767
2024-05-18 00:00:00,OPEN_LONG,66891.59,0.014949562418833221,1000.0,BUY,,,
2024-05-18 01:00:00,CLOSE_LONG,66980.0,0.014949562418833221,,,-0.6796308773641613,DAILY_LOSS_STOP,9881.749012165403
2024-05-19 17:00:00,OPEN_SHORT,66720.01,0.014988007345922162,1000.0,SELL,,,
2024-05-20 00:00:00,CLOSE_SHORT,66459.99,0.014988007345922162,,,1.9010788517566652,DAILY_LOSS_STOP,9883.65009101716
2024-05-21 00:00:00,OPEN_LONG,71312.32,0.014022822423951429,1000.0,BUY,,,
2024-05-21 01:00:00,CLOSE_LONG,71089.96,0.014022822423951429,,,-5.114996679395517,DAILY_LOSS_STOP,9878.535094337763
2024-05-22 07:00:00,OPEN_SHORT,69715.0,0.014344115326687227,1000.0,SELL,,,
2024-05-23 00:00:00,CLOSE_SHORT,69499.81,0.014344115326687227,,,1.089796887327111,DAILY_LOSS_STOP,9879.62489122509
2024-05-24 00:00:00,OPEN_SHORT,67852.0,0.014737959087425574,1000.0,SELL,,,
2024-05-25 00:00:00,CLOSE_SHORT,68530.89,0.014737959087425574,,,-12.015458497907161,DAILY_LOSS_STOP,9867.609432727184
2024-05-26 00:00:00,OPEN_LONG,69156.0,0.014460061310659958,1000.0,BUY,,,
2024-05-26 01:00:00,CLOSE_LONG,69161.44,0.014460061310659958,,,-1.9214159292034765,DAILY_LOSS_STOP,9865.68801679798
2024-05-27 00:00:00,OPEN_SHORT,68821.71,0.01453029865139939,1000.0,SELL,,,
2024-05-28 00:00:00,CLOSE_SHORT,69377.41,0.01453029865139939,,,-10.082561447543071,DAILY_LOSS_STOP,9855.605455350436
2024-05-29 00:00:00,OPEN_SHORT,68496.0,0.014599392665265125,1000.0,SELL,,,
2024-05-30 00:00:00,CLOSE_SHORT,67583.0,0.014599392665265125,,,11.34257474889057,DAILY_LOSS_STOP,9866.948030099327
2024-05-31 16:00:00,OPEN_SHORT,67200.01,0.014880950166525273,1000.0,SELL,,,
2024-06-01 00:00:00,CLOSE_SHORT,67655.66,0.014880950166525273,,,-8.787285448320631,DAILY_LOSS_STOP,9858.160744651006
2024-06-02 09:00:00,OPEN_SHORT,67529.99,0.014808235570596115,1000.0,SELL,,,
2024-06-03 00:00:00,CLOSE_SHORT,67823.99,0.014808235570596115,,,-6.357974879013,DAILY_LOSS_STOP,9851.802769771994
2024-06-04 21:00:00,OPEN_LONG,70620.0,0.01416029453412631,1000.0,BUY,,,
2024-06-04 22:00:00,CLOSE_LONG,70561.3,0.01416029453412631,,,-2.8303780798639764,DAILY_LOSS_STOP,9848.97239169213
2024-06-05 00:00:00,OPEN_LONG,70776.0,0.014129083305075167,1000.0,BUY,,,
2024-06-05 01:00:00,CLOSE_LONG,70986.3,0.014129083305075167,,,0.9683748728384671,DAILY_LOSS_STOP,9849.940766564969
2024-06-06 20:00:00,OPEN_SHORT,70720.01,0.014140269493740174,1000.0,SELL,,,
2024-06-07 00:00:00,CLOSE_SHORT,70883.05,0.014140269493740174,,,-4.307734967797728,DAILY_LOSS_STOP,9845.633031597172
2024-06-08 00:00:00,OPEN_SHORT,69401.5,0.014408910470234793,1000.0,SELL,,,
2024-06-09 00:00:00,CLOSE_SHORT,69268.7,0.014408910470234793,,,-0.08458318624218464,DAILY_LOSS_STOP,9845.54844841093
2024-06-10 12:00:00,OPEN_SHORT,69363.99,0.014416702384046822,1000.0,SELL,,,
2024-06-11 00:00:00,CLOSE_SHORT,69410.85,0.014416702384046822,,,-2.6762422403901382,DAILY_LOSS_STOP,9842.87220617054
2024-06-12 00:00:00,OPEN_SHORT,67199.99,0.014880954595380146,1000.0,SELL,,,
2024-06-12 15:00:00,CLOSE_SHORT,69734.0,0.014880954595380146,,,-39.746196241993175,SIGNAL_REVERSE,9803.126009928546
2024-06-12 18:00:00,OPEN_LONG,68828.01,0.014528968656801207,1000.0,BUY,,,
2024-06-12 19:00:00,CLOSE_LONG,67532.92,0.014528968656801207,,,-20.79750569571877,DAILY_LOSS_STOP,9782.328504232828
2024-06-13 09:00:00,OPEN_SHORT,67419.86,0.01483242474843466,1000.0,SELL,,,
2024-06-14 00:00:00,CLOSE_SHORT,66727.73,0.01483242474843466,,,8.276232107275405,DAILY_LOSS_STOP,9790.604736340103
2024-06-15 00:00:00,OPEN_SHORT,66185.62,0.015109022171281315,1000.0,SELL,,,
2024-06-16 00:00:00,CLOSE_SHORT,66161.96,0.015109022171281315,,,-1.6421630559628966,DAILY_LOSS_STOP,9788.96257328414
2024-06-17 06:00:00,OPEN_SHORT,66132.4,0.015121181145701655,1000.0,SELL,,,
2024-06-18 00:00:00,CLOSE_SHORT,65749.99,0.015121181145701655,,,3.7882733728096127,DAILY_LOSS_STOP,9792.750846656949
2024-06-19 00:00:00,OPEN_SHORT,65142.54,0.01535095192788,1000.0,SELL,,,
2024-06-20 00:00:00,CLOSE_SHORT,65098.01,0.01535095192788,,,-1.3157385327619977,DAILY_LOSS_STOP,9791.435108124188
2024-06-21 04:00:00,OPEN_SHORT,64670.0,0.015463120457708366,1000.0,SELL,,,
2024-06-22 00:00:00,CLOSE_SHORT,64056.47,0.015463120457708366,,,7.496575382712308,DAILY_LOSS_STOP,9798.9316835069
2024-06-23 18:00:00,OPEN_SHORT,64111.98,0.015597708883737484,1000.0,SELL,,,
2024-06-24 00:00:00,CLOSE_SHORT,63080.0,0.015597708883737484,,,14.112620137453405,DAILY_LOSS_STOP,9813.044303644354
2024-06-25 00:00:00,OPEN_SHORT,60409.11,0.016553794618063403,1000.0,SELL,,,
2024-06-25 16:00:00,CLOSE_SHORT,61390.01,0.016553794618063403,,,-18.253854757999193,SIGNAL_REVERSE,9794.790448886355
2024-06-25 18:00:00,OPEN_LONG,62159.09,0.016087751606402217,1000.0,BUY,,,
2024-06-25 19:00:00,CLOSE_LONG,61975.46,0.016087751606402217,,,-4.951239633656087,DAILY_LOSS_STOP,9789.8392092527
2024-06-26 00:00:00,OPEN_LONG,61767.72,0.01618968613379286,1000.0,BUY,,,
2024-06-26 01:00:00,CLOSE_LONG,62090.01,0.01618968613379286,,,3.2125561701161587,DAILY_LOSS_STOP,9793.051765422815
2024-06-27 00:00:00,OPEN_SHORT,60982.0,0.01639828146010298,1000.0,SELL,,,
2024-06-28 00:00:00,CLOSE_SHORT,61560.0,0.01639828146010298,,,-11.487684890623314,DAILY_LOSS_STOP,9781.564080532193
2024-06-29 00:00:00,OPEN_SHORT,60770.71,0.016455295651474206,1000.0,SELL,,,
2024-06-30 00:00:00,CLOSE_SHORT,61024.55,0.016455295651474206,,,-6.181189260418364,DAILY_LOSS_STOP,9775.382891271774
2024-07-01 01:00:00,OPEN_LONG,63640.82,0.015713185342363597,1000.0,BUY,,,
2024-07-01 02:00:00,CLOSE_LONG,63435.86,0.015713185342363597,,,-5.21735389330297,DAILY_LOSS_STOP,9770.16553737847
2024-07-02 12:00:00,OPEN_SHORT,62878.45,0.01590369991626702,1000.0,SELL,,,
2024-07-03 00:00:00,CLOSE_SHORT,62094.02,0.01590369991626702,,,10.48781466464277,DAILY_LOSS_STOP,9780.653352043113
2024-07-04 00:00:00,OPEN_SHORT,60430.01,0.016548069411208108,1000.0,SELL,,,
2024-07-05 00:00:00,CLOSE_SHORT,57375.99,0.016548069411208108,,,48.58867307816115,DAILY_LOSS_STOP,9829.242025121273
2024-07-06 00:00:00,OPEN_SHORT,56601.1,0.0176675011616382,1000.0,SELL,,,
2024-07-06 08:00:00,CLOSE_SHORT,56557.81,0.0176675011616382,,,-1.2344090485872812,SIGNAL_REVERSE,9828.007616072686
2024-07-06 09:00:00,OPEN_LONG,56766.0,0.017616178698516716,1000.0,BUY,,,
2024-07-06 10:00:00,CLOSE_LONG,56780.0,0.017616178698516716,,,-1.7536201247223744,DAILY_LOSS_STOP,9826.253995947964
2024-07-07 00:00:00,OPEN_LONG,57931.79,0.017261679640832778,1000.0,BUY,,,
2024-07-07 01:00:00,CLOSE_LONG,58114.0,0.017261679640832778,,,1.1421053967089847,DAILY_LOSS_STOP,9827.396101344671
2024-07-08 00:00:00,OPEN_SHORT,55094.0,0.018150796819980396,1000.0,SELL,,,
2024-07-09 00:00:00,CLOSE_SHORT,56531.05,0.018150796819980396,,,-28.10968617272283,DAILY_LOSS_STOP,9799.286415171948
2024-07-10 01:00:00,OPEN_LONG,57798.89,0.01730137032043349,1000.0,BUY,,,
2024-07-10 02:00:00,CLOSE_LONG,57882.55,0.01730137032043349,,,-0.554014791633449,DAILY_LOSS_STOP,9798.732400380315
2024-07-11 02:00:00,OPEN_SHORT,57869.99,0.017280113578730532,1000.0,SELL,,,
2024-07-12 00:00:00,CLOSE_SHORT,57178.0,0.017280113578730532,,,9.969623461141168,DAILY_LOSS_STOP,9808.702023841455
2024-07-13 08:00:00,OPEN_LONG,57949.93,0.017256276237089502,1000.0,BUY,,,
2024-07-13 09:00:00,CLOSE_LONG,58678.02,0.017256276237089502,,,10.551558043297064,DAILY_LOSS_STOP,9819.253581884752
2024-07-14 00:00:00,OPEN_LONG,59753.99,0.016735284120775868,1000.0,BUY,,,
2024-07-14 01:00:00,CLOSE_LONG,59705.99,0.016735284120775868,,,-2.8024903441594233,DAILY_LOSS_STOP,9816.451091540592
2024-07-15 00:00:00,OPEN_LONG,61211.99,0.016336668682067026,1000.0,BUY,,,
2024-07-15 01:00:00,CLOSE_LONG,61390.0,0.016336668682067026,,,0.90518230170278,DAILY_LOSS_STOP,9817.356273842295
2024-07-16 00:00:00,OPEN_LONG,64611.44,0.015477135318451345,1000.0,BUY,,,
2024-07-16 01:00:00,CLOSE_LONG,64848.08,0.015477135318451345,,,1.658846792456643,DAILY_LOSS_STOP,9819.015120634751
2024-07-17 04:00:00,OPEN_LONG,65830.0,0.015190642564180465,1000.0,BUY,,,
2024-07-17 05:00:00,CLOSE_LONG,65624.01,0.015190642564180465,,,-5.125991341333588,DAILY_LOSS_STOP,9813.889129293417
2024-07-18 00:00:00,OPEN_SHORT,64443.54,0.015517459158823367,1000.0,SELL,,,
2024-07-19 00:00:00,CLOSE_SHORT,63600.0,0.015517459158823367,,,11.10268709633283,DAILY_LOSS_STOP,9824.99181638975
2024-07-20 02:00:00,OPEN_LONG,66570.57,0.015021652961661585,1000.0,BUY,,,
2024-07-20 03:00:00,CLOSE_LONG,66602.01,0.015021652961661585,,,-1.5281915116545406,DAILY_LOSS_STOP,9823.463624878095
2024-07-22 15:00:00,OPEN_SHORT,67063.87,0.01491115857167205,1000.0,SELL,,,
2024-07-23 00:00:00,CLOSE_SHORT,67490.01,0.01491115857167205,,,-8.360595354845941,DAILY_LOSS_STOP,9815.103029523249
2024-07-24 00:00:00,OPEN_SHORT,65784.7,0.015201102992033103,1000.0,SELL,,,
2024-07-25 00:00:00,CLOSE_SHORT,65514.8,0.015201102992033103,,,2.1068804752472943,DAILY_LOSS_STOP,9817.209909998495
2024-07-26 06:00:00,OPEN_LONG,67062.01,0.014911572140471186,1000.0,BUY,,,
2024-07-26 07:00:00,CLOSE_LONG,66890.56,0.014911572140471186,,,-4.554032454440062,DAILY_LOSS_STOP,9812.655877544055
2024-07-27 00:00:00,OPEN_LONG,67872.27,0.014733557607547234,1000.0,BUY,,,
2024-07-27 01:00:00,CLOSE_LONG,67657.99,0.014733557607547234,,,-5.153949617420949,DAILY_LOSS_STOP,9807.501927926634
2024-07-28 06:00:00,OPEN_SHORT,67486.01,0.014817885958882442,1000.0,SELL,,,
2024-07-29 00:00:00,CLOSE_SHORT,68714.01,0.014817885958882442,,,-20.214560321465,DAILY_LOSS_STOP,9787.28736760517
2024-07-30 00:00:00,OPEN_SHORT,66610.0,0.015012760846719712,1000.0,SELL,,,
2024-07-31 00:00:00,CLOSE_SHORT,66344.0,0.015012760846719712,,,1.9973877796128363,DAILY_LOSS_STOP,9789.284755384782
2024-08-01 00:00:00,OPEN_SHORT,64645.9,0.015468885111043391,1000.0,SELL,,,
2024-08-02 00:00:00,CLOSE_SHORT,64897.99,0.015468885111043391,,,-5.90345079889039,DAILY_LOSS_STOP,9783.381304585891
2024-08-03 00:00:00,OPEN_SHORT,61132.01,0.016358042210619282,1000.0,SELL,,,
2024-08-04 00:00:00,CLOSE_SHORT,60747.0,0.016358042210619282,,,4.304307841342279,DAILY_LOSS_STOP,9787.685612427234
2024-08-05 00:00:00,OPEN_SHORT,56174.02,0.017801823690026104,1000.0,SELL,,,
2024-08-06 00:00:00,CLOSE_SHORT,56038.0,0.017801823690026104,,,0.42382546237570295,DAILY_LOSS_STOP,9788.10943788961
2024-08-07 01:00:00,OPEN_LONG,56965.99,0.017554333734917976,1000.0,BUY,,,
2024-08-07 02:00:00,CLOSE_LONG,56762.01,0.017554333734917976,,,-5.577152262253094,DAILY_LOSS_STOP,9782.532285627358
2024-08-08 03:00:00,OPEN_LONG,57049.74,0.017528563670929965,1000.0,BUY,,,
2024-08-08 04:00:00,CLOSE_LONG,56765.34,0.017528563670929965,,,-6.980138384504357,DAILY_LOSS_STOP,9775.552147242854
2024-08-09 00:00:00,OPEN_LONG,61214.0,0.016336132257326757,1000.0,BUY,,,
2024-08-09 01:00:00,CLOSE_LONG,61400.0,0.016336132257326757,,,1.0354820792630335,DAILY_LOSS_STOP,9776.587629322117
2024-08-11 14:00:00,OPEN_SHORT,60350.0,0.016570008285004142,1000.0,SELL,,,
2024-08-12 00:00:00,CLOSE_SHORT,58450.0,0.016570008285004142,,,29.5144987572495,DAILY_LOSS_STOP,9806.102128079367
2024-08-13 10:00:00,OPEN_SHORT,58672.1,0.017043876050115814,1000.0,SELL,,,
2024-08-13 18:00:00,CLOSE_SHORT,60795.41,0.017043876050115814,,,-38.22562188842721,SIGNAL_REVERSE,9767.87650619094
2024-08-13 19:00:00,OPEN_LONG,60820.15,0.016441919331011186,1000.0,BUY,,,
2024-08-13 20:00:00,CLOSE_LONG,60569.14,0.016441919331011186,,,-6.1229590851057765,DAILY_LOSS_STOP,9761.753547105835
2024-08-14 02:00:00,OPEN_LONG,60805.49,0.016445883422697524,1000.0,BUY,,,
2024-08-14 03:00:00,CLOSE_LONG,60952.83,0.016445883422697524,,,0.42071332703699227,DAILY_LOSS_STOP,9762.174260432872
2024-08-15 00:00:00,OPEN_SHORT,58993.99,0.01695087923363041,1000.0,SELL,,,
2024-08-16 00:00:00,CLOSE_SHORT,57469.99,0.01695087923363041,,,23.85897309200493,DAILY_LOSS_STOP,9786.033233524877
2024-08-17 00:00:00,OPEN_LONG,59187.25,0.016895530709739006,1000.0,BUY,,,
2024-08-17 01:00:00,CLOSE_LONG,59248.49,0.016895530709739006,,,-0.9663523816361703,DAILY_LOSS_STOP,9785.06688114324
2024-08-18 16:00:00,OPEN_LONG,59840.45,0.016711104278126252,1000.0,BUY,,,
2024-08-18 17:00:00,CLOSE_LONG,59527.58,0.016711104278126252,,,-7.22317479230162,DAILY_LOSS_STOP,9777.84370635094
2024-08-19 00:00:00,OPEN_SHORT,58346.03,0.01713912668951084,1000.0,SELL,,,
2024-08-20 00:00:00,CLOSE_SHORT,60482.78,0.01713912668951084,,,-38.65865098276595,DAILY_LOSS_STOP,9739.185055368172
2024-08-21 00:00:00,OPEN_SHORT,58989.0,0.01695231314312838,1000.0,SELL,,,
2024-08-21 18:00:00,CLOSE_SHORT,60771.28,0.01695231314312838,,,-32.243982437403474,SIGNAL_REVERSE,9706.94107293077
2024-08-21 19:00:00,OPEN_LONG,61570.0,0.01624167614097775,1000.0,BUY,,,
2024-08-21 20:00:00,CLOSE_LONG,61236.0,0.01624167614097775,,,-7.419295111255337,DAILY_LOSS_STOP,9699.521777819515
2024-08-22 00:00:00,OPEN_LONG,60818.15,0.016442460022213765,1000.0,BUY,,,
2024-08-22 01:00:00,CLOSE_LONG,60970.0,0.016442460022213765,,,0.49429076681883544,DAILY_LOSS_STOP,9700.016068586334
2024-08-23 16:00:00,OPEN_LONG,61731.99,0.016199056599341767,1000.0,BUY,,,
2024-08-23 17:00:00,CLOSE_LONG,62999.89,0.016199056599341767,,,18.51824507844333,DAILY_LOSS_STOP,9718.534313664777
2024-08-24 00:00:00,OPEN_LONG,63961.78,0.015634336630406472,1000.0,BUY,,,
2024-08-24 01:00:00,CLOSE_LONG,63836.48,0.015634336630406472,,,-3.957023397410012,DAILY_LOSS_STOP,9714.577290267367
2024-08-26 07:00:00,OPEN_SHORT,63627.01,0.015716595829349832,1000.0,SELL,,,
2024-08-27 00:00:00,CLOSE_SHORT,62722.0,0.015716595829349832,,,12.237900067911596,DAILY_LOSS_STOP,9726.81519033528
2024-08-28 00:00:00,OPEN_SHORT,59088.94,0.016923640870863482,1000.0,SELL,,,
2024-08-29 00:00:00,CLOSE_SHORT,59205.83,0.016923640870863482,,,-3.9801825857765607,DAILY_LOSS_STOP,9722.835007749502
2024-08-30 00:00:00,OPEN_SHORT,59204.01,0.016890747771983686,1000.0,SELL,,,
2024-08-31 00:00:00,CLOSE_SHORT,59246.01,0.016890747771983686,,,-2.7101208178296474,DAILY_LOSS_STOP,9720.124886931671
2024-09-01 00:00:00,OPEN_SHORT,58930.0,0.016969285593076533,1000.0,SELL,,,
2024-09-02 00:00:00,CLOSE_SHORT,57467.24,0.016969285593076533,,,22.846814186322945,DAILY_LOSS_STOP,9742.971701117995
2024-09-03 00:00:00,OPEN_LONG,59257.99,0.01687536144914804,1000.0,BUY,,,
2024-09-03 01:00:00,CLOSE_LONG,59388.01,0.01687536144914804,,,0.1919403611227608,DAILY_LOSS_STOP,9743.163641479117
2024-09-04 00:00:00,OPEN_SHORT,57140.02,0.017500868918141788,1000.0,SELL,,,
2024-09-05 00:00:00,CLOSE_SHORT,57997.75,0.017500868918141788,,,-17.02603131745491,DAILY_LOSS_STOP,9726.137610161662
2024-09-06 00:00:00,OPEN_SHORT,56182.0,0.017799295147912144,1000.0,SELL,,,
2024-09-07 00:00:00,CLOSE_SHORT,53914.0,0.017799295147912144,,,38.40917019686026,DAILY_LOSS_STOP,9764.546780358523
2024-09-08 06:00:00,OPEN_SHORT,54292.01,0.018418916521970728,1000.0,SELL,,,
2024-09-09 00:00:00,CLOSE_SHORT,55045.0,0.018418916521970728,,,-15.883129211830465,DAILY_LOSS_STOP,9748.663651146693
2024-09-10 00:00:00,OPEN_LONG,56982.01,0.017549398485592206,1000.0,BUY,,,
2024-09-10 01:00:00,CLOSE_LONG,56900.0,0.017549398485592206,,,-3.437786943633455,DAILY_LOSS_STOP,9745.22586420306
2024-09-11 06:00:00,OPEN_SHORT,56460.0,0.017711654268508677,1000.0,SELL,,,
2024-09-12 00:00:00,CLOSE_SHORT,57626.01,0.017711654268508677,,,-22.672617959617355,DAILY_LOSS_STOP,9722.553246243442
2024-09-13 15:00:00,OPEN_LONG,59667.38,0.01675957617043014,1000.0,BUY,,,
2024-09-13 16:00:00,CLOSE_LONG,59452.31,0.01675957617043014,,,-5.600877564927259,DAILY_LOSS_STOP,9716.952368678514
2024-09-14 00:00:00,OPEN_LONG,60414.39,0.016552347876060653,1000.0,BUY,,,
2024-09-14 01:00:00,CLOSE_LONG,60406.06,0.016552347876060653,,,-2.1377431767498365,DAILY_LOSS_STOP,9714.814625501764
2024-09-15 23:00:00,OPEN_SHORT,59132.0,0.016911317053372118,1000.0,SELL,,,
2024-09-16 00:00:00,CLOSE_SHORT,58666.36,0.016911317053372118,,,5.882460258405104,DAILY_LOSS_STOP,9720.697085760168
2024-09-17 00:00:00,OPEN_SHORT,57630.01,0.0173520705618479,1000.0,SELL,,,
2024-09-17 15:00:00,CLOSE_SHORT,61135.5,0.0173520705618479,,,-62.88833734368575,SIGNAL_REVERSE,9657.808748416483
2024-09-17 16:00:00,OPEN_LONG,60873.86,0.016427412357290963,1000.0,BUY,,,
2024-09-17 17:00:00,CLOSE_LONG,60958.37,0.016427412357290963,,,-0.6131076623036051,DAILY_LOSS_STOP,9657.195640754178
2024-09-18 00:00:00,OPEN_LONG,60240.0,0.016600265604249667,1000.0,BUY,,,
2024-09-18 01:00:00,CLOSE_LONG,60114.0,0.016600265604249667,,,-4.089541832669283,DAILY_LOSS_STOP,9653.10609892151
2024-09-19 00:00:00,OPEN_LONG,62226.0,0.016070452865361746,1000.0,BUY,,,
2024-09-19 01:00:00,CLOSE_LONG,62005.99,0.016070452865361746,,,-5.532124674573197,DAILY_LOSS_STOP,9647.573974246936
2024-09-20 03:00:00,OPEN_LONG,63742.16,0.015688203851265785,1000.0,BUY,,,
2024-09-20 04:00:00,CLOSE_LONG,63843.81,0.015688203851265785,,,-0.4068887844401843,DAILY_LOSS_STOP,9647.167085462495
2024-09-21 04:00:00,OPEN_SHORT,62860.0,0.01590836780146357,1000.0,SELL,,,
2024-09-22 00:00:00,CLOSE_SHORT,63230.93,0.01590836780146357,,,-7.906791759465364,DAILY_LOSS_STOP,9639.26029370303
2024-09-23 22:00:00,OPEN_SHORT,63219.0,0.015818029389898607,1000.0,SELL,,,
2024-09-24 00:00:00,CLOSE_SHORT,62906.0,0.015818029389898607,,,2.9559942422373524,DAILY_LOSS_STOP,9642.216287945266
2024-09-25 01:00:00,OPEN_LONG,64390.01,0.015530359445510258,1000.0,BUY,,,
2024-09-25 02:00:00,CLOSE_LONG,64422.52,0.015530359445510258,,,-1.4956129064120205,DAILY_LOSS_STOP,9640.720675038854
2024-09-26 00:00:00,OPEN_SHORT,62946.01,0.01588663046315406,1000.0,SELL,,,
2024-09-26 15:00:00,CLOSE_SHORT,65229.03,0.01588663046315406,,,-38.30576457506993,SIGNAL_REVERSE,9602.414910463784
2024-09-26 16:00:00,OPEN_LONG,65338.0,0.015305029232605835,1000.0,BUY,,,
2024-09-26 17:00:00,CLOSE_LONG,65132.54,0.015305029232605835,,,-5.14142673482479,DAILY_LOSS_STOP,9597.273483728959
2024-09-27 00:00:00,OPEN_LONG,65241.98,0.015327554436575958,1000.0,BUY,,,
2024-09-27 01:00:00,CLOSE_LONG,65119.9,0.015327554436575958,,,-3.869316657771492,DAILY_LOSS_STOP,9593.404167071187
