signal,trend,composite,tech_score,emotion_score,rsi,macd,bb_position,fear_greed,price_change_24h_pct,close,timestamp
NEUTRAL,bearish,47,63,18,65.24162361833294,-38.177493011025945,0.5640618198310832,75,-0.3875939573014686,64307.03,2024-04-26 00:00:00
NEUTRAL,bearish,50,68,18,60.97172715485841,-36.700005298655014,0.6085781481033374,75,0.5228664927472426,64402.97,2024-04-26 01:00:00
SELL,bearish,45,60,18,75.06852267451373,-27.391090363911644,0.6516948190149116,76,0.31093322268529455,64499.91,2024-04-26 02:00:00
NEUTRAL,bearish,46,62,18,71.14135381741886,-29.252184470722568,0.5818679275245937,76,0.1543666727285009,64381.24,2024-04-26 03:00:00
NEUTRAL,bearish,47,63,18,67.3613534409511,-43.96931307895284,0.4879232364419007,76,-0.19761263912658755,64210.85,2024-04-26 04:00:00
NEUTRAL,bearish,50,68,18,60.606691057403665,-27.625760699884268,0.6495451162470119,77,0.5148126787511531,64553.99,2024-04-26 05:00:00
NEUTRAL,bearish,52,71,18,48.153025685640365,-28.57955002455128,0.5380654973776998,77,0.13932615729217446,64377.57,2024-04-26 06:00:00
NEUTRAL,bearish,54,74,18,37.28768150883675,-37.027794651847216,0.46938449861647413,77,0.40451129440333133,64276.95,2024-04-26 07:00:00
NEUTRAL,bearish,53,73,18,41.71056709014444,-32.41171514729649,0.5218039793561183,77,0.7251428408798333,64412.5,2024-04-26 08:00:00
NEUTRAL,bearish,53,73,18,42.58366946470094,-23.44080710074195,0.5352463027176952,77,0.7956880856429649,64474.99,2024-04-26 09:00:00
SELL,bearish,45,60,18,33.946540880481265,-46.058120658562984,0.04770315356929117,77,1.005325863457518,64100.01,2024-04-26 10:00:00
SELL,bearish,44,58,18,39.51478986375436,-51.76538204251119,0.206778579795126,77,0.5994090624311443,64244.02,2024-04-26 11:00:00
SELL,bearish,44,58,18,39.618018895992776,-63.72229187845369,0.12257132419387061,77,1.1240296756320545,64142.79,2024-04-26 12:00:00
NEUTRAL,bearish,54,74,18,50.03382059286496,-43.86787887950777,0.5654163446065794,76,1.6885659659931385,64500.01,2024-04-26 13:00:00
SELL,bearish,42,56,18,42.25452804047993,-79.33330597287568,-0.09658970802667409,75,0.7402386938478944,63854.16,2024-04-26 14:00:00
SELL,bearish,40,53,18,35.846088502241585,-134.21073966741824,-0.21657052832617396,75,-0.9865295495785964,63503.22,2024-04-26 15:00:00
SELL,bearish,40,53,18,37.0803505307171,-162.9695183207732,-0.0031113622813880386,75,-1.2148879401105872,63662.51,2024-04-26 16:00:00
SELL,bearish,39,51,18,44.62459847403926,-156.0517577976716,0.2971719383038644,75,-1.0750494559841672,64008.4,2024-04-26 17:00:00
SELL,bearish,39,51,18,47.747989836449925,-144.73725302546518,0.3587509159745228,75,-1.0076940788507849,64060.0,2024-04-26 18:00:00
SELL,bearish,38,50,18,37.78684973705106,-159.58671791305096,0.13135057075992032,75,-1.552285499692574,63742.05,2024-04-26 19:00:00
SELL,bearish,39,51,18,43.902952585421666,-151.5061936179918,0.33322455819567004,75,-1.2777360474202304,63966.39,2024-04-26 20:00:00
SELL,bearish,39,51,18,46.77585202618032,-135.98366098092083,0.4234140912297349,75,-1.0045431920038372,64059.97,2024-04-26 21:00:00
SELL,bearish,39,51,18,41.483989490698185,-141.2614070802956,0.2501099998756174,75,-1.2090152483654304,63821.93,2024-04-26 22:00:00
SELL,bearish,40,53,18,39.80311498361055,-147.92834311734623,0.23466093842201566,75,-1.12922286061935,63770.01,2024-04-26 23:00:00
SELL,bearish,35,50,8,37.49250656695782,-198.37351131597825,-0.09468931811952834,84,-1.7494821328243648,63181.99,2024-04-27 00:00:00
SELL,bearish,39,56,8,29.940358432685258,-282.5980332799736,-0.22645826845325306,84,-2.8099480505324514,62593.28,2024-04-27 01:00:00
SELL,bearish,35,50,8,36.05966841683055,-318.5069546673767,0.03400993422284297,84,-2.4340189001814116,62929.97,2024-04-27 02:00:00
SELL,bearish,37,53,8,32.894476532368756,-330.88246909149166,0.15279671487256938,84,-2.018025747873131,63082.01,2024-04-27 03:00:00
SELL,bearish,35,50,8,38.59729083212667,-339.47522290991765,0.17299302184863097,85,-1.81009907204156,63048.57,2024-04-27 04:00:00
SELL,bearish,34,48,8,42.05741818662332,-347.1506257829242,0.1767639505260908,85,-2.425473622931751,62988.25,2024-04-27 05:00:00
SELL,bearish,35,50,8,39.8390284054153,-346.03704540384933,0.2255580092128598,85,-2.0963357268688476,63028.0,2024-04-27 06:00:00
SELL,bearish,37,53,8,31.646796378575928,-346.10079815068457,0.2249772234066221,85,-2.038242324814721,62966.83,2024-04-27 07:00:00
SELL,bearish,37,53,8,31.588452110102082,-338.2833873608761,0.27207386509296955,85,-2.1680419173297105,63016.01,2024-04-27 08:00:00
SELL,bearish,35,50,8,35.13787096468505,-330.8211608177444,0.27288081887157856,85,-2.3118111379311634,62984.45,2024-04-27 09:00:00
SELL,bearish,39,56,8,26.71208618032881,-336.23769374471885,0.2056292656536569,85,-2.0343366561097254,62796.0,2024-04-27 10:00:00
SELL,bearish,39,56,8,25.902962465232903,-331.37352217760053,0.26241294946784577,85,-2.1509861929561613,62862.14,2024-04-27 11:00:00
NEUTRAL,bearish,48,70,8,33.7323905829458,-310.02713679392036,0.36562819317862766,85,-1.7276610512264923,63034.62,2024-04-27 12:00:00
NEUTRAL,bearish,47,68,8,39.39783316797424,-274.41595580335706,0.48316514781165115,85,-1.9735190738730202,63227.09,2024-04-27 13:00:00
NEUTRAL,bearish,50,68,18,48.782787836550156,-251.00165781014948,0.45226001842196073,76,-1.1315002812659403,63131.65,2024-04-27 14:00:00
NEUTRAL,bearish,47,64,18,60.80360210479313,-244.14770174355363,0.3632575168338399,77,-0.868412656869999,62951.75,2024-04-27 15:00:00
NEUTRAL,bearish,51,69,18,44.095821112885844,-252.08950024700607,0.25374580138074343,77,-1.4333553609494842,62750.0,2024-04-27 16:00:00
