timestamp,type,price,size,notional,sl,tp,level,capital,trend,pnl,reason,holding_hours,capital_after
2024-06-23 23:00:00,CLOSE_LONG,63210.01,0.14118690619259264,,,,,,,-208.26729021424035,STOP_LOSS,129.0,9755.749661075948
2024-07-04 12:00:00,OPEN_LONG,57247.98,0.09623622867266252,5509.32969432801,55727.38586477171,60857.69872191457,S@57140.0,9755.749661075948,bearish,,,,
2024-07-05 03:00:00,OPEN_LONG,55227.99,0.13081051629882764,7224.40188604649,54109.30131153214,58543.018454389276,S@55300.0,9755.749661075948,bearish,,,,
2024-07-05 03:00:00,CLOSE_LONG,55227.99,0.09623622867266252,,,,,,,-198.72592482413165,STOP_LOSS,15.0,9557.023736251816
2024-07-05 04:00:00,CLOSE_LONG,53941.1,0.13081051629882764,,,,,,,-174.0509313305074,STOP_LOSS,1.0,9382.972804921308
2024-07-10 04:00:00,OPEN_SHORT,59347.44,0.12488648007278826,7411.692882930997,60474.42021428572,55470.58307142858,R@59076.0,9382.972804921308,bullish,,,,
2024-07-12 00:00:00,OPEN_LONG,57178.0,0.1375553775237021,7865.141376050238,56154.815050000005,59283.99505,S@56903.0,9382.972804921308,bearish,,,,
2024-07-13 22:00:00,OPEN_SHORT,59464.53,0.13080439863491863,7778.222086758078,60540.52280714286,57014.70423571428,R@59650.0,9382.972804921308,bullish,,,,
2024-07-13 22:00:00,CLOSE_LONG,59464.53,0.1375553775237021,,,,,,,308.10657446948244,TAKE_PROFIT,46.0,9691.07937939079
2024-07-14 21:00:00,CLOSE_SHORT,61276.36,0.12488648007278826,,,,,,,-246.92174186000375,STOP_LOSS,113.0,9444.157637530787
2024-07-14 21:00:00,CLOSE_SHORT,61276.36,0.13080439863491863,,,,,,,-243.31270938154194,STOP_LOSS,23.0,9200.844928149245
2024-07-19 13:00:00,OPEN_SHORT,65135.9,0.16658393713700806,10850.594670962444,65964.38728571429,63311.29442857143,R@65400.0,9200.844928149245,bullish,,,,
2024-07-19 16:00:00,CLOSE_SHORT,66419.43,0.16658393713700806,,,,,,,-222.5814827625636,STOP_LOSS,3.0,8978.263445386681
2024-07-22 19:00:00,OPEN_SHORT,68232.07,0.17321822326773212,11819.037935279528,69009.55142857143,66403.86714285715,R@68475.0,8978.263445386681,bullish,,,,
2024-07-23 13:00:00,CLOSE_SHORT,66092.01,0.17321822326773212,,,,,,,361.3904394944766,TAKE_PROFIT,18.0,9339.653884881158
2024-07-26 19:00:00,OPEN_SHORT,67990.0,0.16363976523781934,11125.867638519338,68846.11714285715,66071.72571428573,R@68256.0,9339.653884881158,bullish,,,,
2024-07-27 13:00:00,CLOSE_SHORT,69226.01,0.16363976523781934,,,,,,,-211.24198449690084,STOP_LOSS,18.0,9128.411900384257
2024-07-29 02:00:00,OPEN_SHORT,69559.0,0.15759731817462588,10962.311854908801,70427.83571428571,66334.22857142857,R@69400.0,9128.411900384257,bullish,,,,
2024-07-30 01:00:00,CLOSE_SHORT,66211.33,0.15759731817462588,,,,,,,519.0249981753768,TAKE_PROFIT,23.0,9647.436898559634
2024-08-01 03:00:00,OPEN_LONG,63936.01,0.13924119351696698,8902.526341112736,62896.72306325911,66118.95877754483,S@63648.0,9647.436898559634,bearish,,,,
2024-08-02 19:00:00,CLOSE_LONG,62633.57,0.13924119351696698,,,,,,,-188.40277983709348,STOP_LOSS,40.0,9459.03411872254
2024-08-02 21:00:00,OPEN_LONG,61987.01,0.12604440927905808,7813.1160584250665,60861.33126032097,64386.1726888924,S@61718.0,9459.03411872254,bearish,,,,
2024-08-03 17:00:00,CLOSE_LONG,60576.0,0.12604440927905808,,,,,,,-184.02927481480856,STOP_LOSS,20.0,9275.004843907733
2024-08-04 15:00:00,OPEN_LONG,59086.01,0.11382298143731377,6725.345819434936,57863.71665552952,62924.528084100944,S@59244.0,9275.004843907733,bearish,,,,
2024-08-05 00:00:00,CLOSE_LONG,56174.02,0.11382298143731377,,,,,,,-336.69907981770484,STOP_LOSS,9.0,8938.305764090028
2024-08-05 12:00:00,OPEN_LONG,49804.0,0.1427649470663865,7110.2654236943135,48864.87180910728,56095.54466625014,S@51003.0,8938.305764090028,bearish,,,,
2024-08-06 14:00:00,CLOSE_LONG,56132.01,0.1427649470663865,,,,,,,897.3684331415361,TAKE_PROFIT,26.0,9835.674197231565
2024-08-08 21:00:00,OPEN_SHORT,61173.69,0.04392719861615744,2687.1888307132444,64532.31785714286,52784.09928571429,R@60876.0,9835.674197231565,bullish,,,,
2024-08-21 19:00:00,OPEN_SHORT,61570.0,0.20333964518230396,12519.621953874455,62295.560000000005,60077.63,R@61858.0,9835.674197231565,bullish,,,,
2024-08-23 15:00:00,OPEN_SHORT,61533.05,0.18363498296856412,11299.620588753805,62336.465071428574,59887.38935714286,R@61821.0,9835.674197231565,bullish,,,,
2024-08-23 17:00:00,CLOSE_SHORT,62999.89,0.20333964518230396,,,,,,,-300.8853241429224,STOP_LOSS,46.0,9534.788873088643
2024-08-23 17:00:00,CLOSE_SHORT,62999.89,0.18363498296856412,,,,,,,-278.51058014397677,STOP_LOSS,2.0,9256.278292944666
2024-09-01 05:00:00,OPEN_LONG,57986.0,0.1128053854842531,6541.1330826899,56755.17069341914,60562.85640770485,S@57727.0,9256.278292944666,bearish,,,,
2024-09-02 20:00:00,OPEN_SHORT,58992.0,0.2734036065245434,16128.625556095863,59499.83592857143,57859.43164285715,R@59244.0,9256.278292944666,neutral,,,,
2024-09-03 14:00:00,CLOSE_SHORT,57672.84,0.2734036065245434,,,,,,,347.90446637867717,TAKE_PROFIT,18.0,9604.182759323343
2024-09-04 02:00:00,CLOSE_LONG,56648.01,0.1128053854842531,,,,,,,-156.10501119913715,STOP_LOSS,69.0,9448.077748124206
2024-09-06 20:00:00,OPEN_LONG,52887.99,0.11838665426212278,6261.232186748606,51690.88575623892,55590.02861338177,S@52720.0,9448.077748124206,bearish,,,,
2024-09-09 13:00:00,CLOSE_LONG,55686.92,0.11838665426212278,,,,,,,326.2144300811997,TAKE_PROFIT,65.0,9774.292178205405
2024-09-09 19:00:00,OPEN_SHORT,57089.54,0.11228537436609635,6410.320371288232,58395.270007142855,53426.961435714285,R@57008.0,9774.292178205405,bullish,,,,
2024-09-12 01:00:00,OPEN_SHORT,58137.74,0.24490075088328608,14237.976180657257,58736.40857142857,55816.602857142854,R@58044.0,9774.292178205405,bullish,,,,
2024-09-13 14:00:00,CLOSE_SHORT,58456.89,0.11228537436609635,,,,,,,-158.7230762991676,STOP_LOSS,91.0,9615.569101906238
2024-09-13 15:00:00,CLOSE_SHORT,59667.38,0.24490075088328608,,,,,,,-386.15020951946644,STOP_LOSS,38.0,9229.418892386771
2024-09-17 14:00:00,OPEN_SHORT,60265.17,0.3641481609118011,21945.450822537045,60645.348450000005,59005.24845,R@60396.0,9229.418892386771,neutral,,,,
2024-09-17 15:00:00,CLOSE_SHORT,61135.5,0.3641481609118011,,,,,,,-334.612201171949,STOP_LOSS,1.0,8894.806691214822
2024-09-22 22:00:00,OPEN_SHORT,63881.51,0.6604527139081523,42190.71664805077,63679.49387142857,62380.16815714286,R@63560.0,8894.806691214822,bullish,,,,
2024-09-22 22:00:00,CLOSE_SHORT,63881.51,0.6604527139081523,,,,,,,-33.75257331843022,STOP_LOSS,0.0,8861.054117896392
2024-09-24 22:00:00,OPEN_SHORT,64579.9,0.24447659312723033,15788.273936497222,65123.575,63042.205,R@64746.0,8861.054117896392,bullish,,,,
2024-09-24 22:00:00,CLOSE_SHORT,64579.9,0.04392719861615744,,,,,,,-151.83486436819067,STOP_LOSS,1129.0,8709.219253528201
2024-09-26 00:00:00,CLOSE_SHORT,62946.01,0.24447659312723033,,,,,,,386.97702073975233,TAKE_PROFIT,26.0,9096.196274267953
2024-10-01 20:00:00,OPEN_LONG,60809.02,0.14845142913071974,9027.185923038518,59889.9116767391,63174.14024816768,S@60675.0,9096.196274267953,bearish,,,,
2024-10-07 00:00:00,CLOSE_LONG,63677.98,0.14845142913071974,,,,,,,418.50910289559397,TAKE_PROFIT,124.0,9514.705377163547
2024-10-07 14:00:00,OPEN_SHORT,63991.89,0.1196958860094667,7659.565970970332,65184.24995,61106.25994999999,R@64131.0,9514.705377163547,bullish,,,,
2024-10-09 19:00:00,CLOSE_SHORT,61031.98,0.1196958860094667,,,,,,,348.30311280148817,TAKE_PROFIT,53.0,9863.008489965036
2024-10-14 03:00:00,OPEN_SHORT,64299.99,0.1430380595903664,9197.345801279962,65334.29602857143,61828.91174285715,R@64478.0,9863.008489965036,bullish,,,,
2024-10-14 14:00:00,CLOSE_SHORT,65922.0,0.1430380595903664,,,,,,,-239.45984334240893,STOP_LOSS,11.0,9623.548646622627
2024-10-18 01:00:00,OPEN_SHORT,68085.5,0.32329433472360103,22011.656426823738,68532.00714285715,65795.47571428571,R@67954.0,9623.548646622627,bullish,,,,
2024-10-18 15:00:00,CLOSE_SHORT,68735.35,0.32329433472360103,,,,,,,-227.78618569095852,STOP_LOSS,14.0,9395.762460931668
2024-10-28 18:00:00,OPEN_SHORT,69212.12,0.1939079694750302,13420.781652262125,69938.94127142857,67656.15555714286,R@69520.0,9395.762460931668,bullish,,,,
2024-10-28 22:00:00,CLOSE_SHORT,69961.65,0.1939079694750302,,,,,,,-156.13460161857438,STOP_LOSS,4.0,9239.627859313094
2024-11-06 02:00:00,OPEN_SHORT,73077.05,0.5531039521717754,40419.20516805445,73327.62571428572,71158.12857142858,R@72961.0,9239.627859313094,bullish,,,,
2024-11-06 03:00:00,CLOSE_SHORT,74348.53,0.5531039521717754,,,,,,,-735.8772814870463,STOP_LOSS,1.0,8503.750577826047
2024-11-19 17:00:00,OPEN_SHORT,92853.76,0.0580640074360247,5391.461411102853,95050.58147857143,88376.53719285713,R@93266.0,8503.750577826047,bullish,,,,
2024-11-21 03:00:00,CLOSE_SHORT,95798.12,0.0580640074360247,,,,,,,-175.34289459958927,STOP_LOSS,34.0,8328.407683226458
2024-12-05 02:00:00,OPEN_SHORT,101248.19,0.08455048404786665,8560.583473470371,99770.65717857142,97757.08289285713,R@99588.0,8328.407683226458,bullish,,,,
2024-12-05 02:00:00,CLOSE_SHORT,101248.19,0.08455048404786665,,,,,,,-6.848466778774309,STOP_LOSS,0.0,8321.559216447684
2024-12-10 17:00:00,OPEN_LONG,94484.01,0.05928749711468742,5601.720470259097,92378.61857142858,100550.71285714288,S@94588.0,8321.559216447684,bearish,,,,
2024-12-11 08:00:00,OPEN_SHORT,98109.9,0.07119665468464474,6985.096671445027,99863.11985,93656.77984999999,R@98270.0,8321.559216447684,neutral,,,,
2024-12-11 14:00:00,OPEN_SHORT,99515.98,0.0825161860878291,8211.679124392678,101028.69397970157,96438.265408273,R@99989.0,8321.559216447684,neutral,,,,
2024-12-11 15:00:00,CLOSE_SHORT,100361.64,0.07119665468464474,,,,,,,-165.96855909884562,STOP_LOSS,7.0,8155.590657348838
2024-12-11 16:00:00,CLOSE_LONG,100575.99,0.05928749711468742,,,,,,,356.5523989978583,TAKE_PROFIT,23.0,8512.143056346697
2024-12-11 19:00:00,CLOSE_SHORT,101122.71,0.0825161860878291,,,,,,,-139.2036074650823,STOP_LOSS,5.0,8372.939448881614
2024-12-14 01:00:00,OPEN_SHORT,102145.28,0.09135289065724715,9331.266594993895,103520.10339999999,99087.57340000001,R@102540.0,8372.939448881614,bullish,,,,
2024-12-15 04:00:00,OPEN_SHORT,102366.17,0.19679777632508197,20145.434626915317,103004.35857142857,100429.88285714286,R@102650.0,8372.939448881614,bullish,,,,
2024-12-15 16:00:00,CLOSE_SHORT,103127.08,0.19679777632508197,,,,,,,-165.92164184344074,STOP_LOSS,12.0,8207.017807038173
2024-12-15 23:00:00,CLOSE_SHORT,104463.99,0.09135289065724715,,,,,,,-219.3706027162989,STOP_LOSS,46.0,7987.647204321875
2024-12-19 17:00:00,OPEN_LONG,98855.86,0.06634568992002297,6558.660234337202,97049.94452592384,103329.53595449528,S@98638.0,7987.647204321875,bearish,,,,
2024-12-19 19:00:00,OPEN_LONG,97199.72,0.06038011111015712,5868.929893476161,95215.37936428572,101753.23222142857,S@96900.0,7987.647204321875,bearish,,,,
2024-12-19 20:00:00,CLOSE_LONG,96409.54,0.06634568992002297,,,,,,,-167.48479523735477,STOP_LOSS,3.0,7820.16240908452
2024-12-20 09:00:00,CLOSE_LONG,94811.85,0.06038011111015712,,,,,,,-148.81732788902355,STOP_LOSS,14.0,7671.345081195496
2024-12-20 11:00:00,OPEN_LONG,92723.98,0.06523706483607895,6049.040295119288,90960.10272399028,98914.12700970455,S@93129.0,7671.345081195496,bearish,,,,
2024-12-21 07:00:00,CLOSE_LONG,99040.0,0.06523706483607895,,,,,,,407.03455856737855,TAKE_PROFIT,20.0,8078.379639762875
2025-01-13 11:00:00,OPEN_LONG,90851.22,0.0507264787718212,4608.562482724058,88462.41443867733,96447.05158153447,S@90654.0,8078.379639762875,bearish,,,,
2025-01-14 08:00:00,OPEN_SHORT,95488.5,0.07077948670199449,6758.627015943401,97200.51714285713,92057.9857142857,R@95940.0,8078.379639762875,bullish,,,,
2025-01-14 09:00:00,CLOSE_LONG,97159.44,0.0507264787718212,,,,,,,316.17894041663203,TAKE_PROFIT,22.0,8394.558580179506
2025-01-15 01:00:00,CLOSE_SHORT,97349.62,0.07077948670199449,,,,,,,-137.18871155088618,STOP_LOSS,17.0,8257.369868628619
2025-01-16 19:00:00,OPEN_SHORT,100417.2,0.09912062317308959,9953.415441296771,101666.79412142857,97802.10840714286,R@100867.0,8257.369868628619,bullish,,,,
2025-01-17 08:00:00,CLOSE_SHORT,102136.01,0.09912062317308959,,,,,,,-178.4003984765004,STOP_LOSS,13.0,8078.969470152118
2025-01-20 06:00:00,OPEN_SHORT,107486.5,0.27611466690054004,29678.5991438049,107925.39208571428,101861.23922857143,R@106422.0,8078.969470152118,bullish,,,,
2025-01-20 08:00:00,CLOSE_SHORT,108320.01,0.27611466690054004,,,,,,,-253.9792730577101,STOP_LOSS,2.0,7824.990197094408
2025-01-27 06:00:00,OPEN_LONG,98956.32,0.036712211754511406,3632.9053742871924,95759.15896428571,108738.49182142857,S@99550.0,7824.990197094408,bearish,,,,
2025-01-30 03:00:00,OPEN_SHORT,105196.0,0.07692777507189304,8092.49422646286,106721.77990000001,100851.7999,R@105260.0,7824.990197094408,bullish,,,,
2025-01-31 20:00:00,OPEN_LONG,101680.02,0.07057618678907548,7176.188084236931,100016.92571428571,105748.34857142856,S@101400.0,7824.990197094408,bearish,,,,
2025-02-01 22:00:00,CLOSE_SHORT,100666.91,0.07692777507189304,,,,,,,342.0781865459103,TAKE_PROFIT,67.0,8167.068383640319
2025-02-02 03:00:00,CLOSE_LONG,99206.86,0.07057618678907548,,,,,,,-180.21733410581055,STOP_LOSS,31.0,7986.851049534508
2025-02-03 01:00:00,CLOSE_LONG,93435.82,0.036712211754511406,,,,,,,-205.4950213842135,STOP_LOSS,163.0,7781.356028150294
2025-02-25 07:00:00,OPEN_LONG,89320.01,0.04916604730038678,4391.51183653102,86946.00706848233,97481.91706848233,S@89990.0,7781.356028150294,bearish,,,,
2025-02-26 16:00:00,CLOSE_LONG,86805.99,0.04916604730038678,,,,,,,-127.06819393284877,STOP_LOSS,33.0,7654.287834217445
2025-02-26 17:00:00,OPEN_LONG,86051.33,0.060613948525343825,5215.910887157375,84157.14029108745,90847.28600537317,S@85940.0,7654.287834217445,bearish,,,,
2025-02-26 19:00:00,CLOSE_LONG,83856.99,0.060613948525343825,,,,,,,-137.12713747210546,STOP_LOSS,2.0,7517.16069674534
2025-02-28 01:00:00,OPEN_LONG,81661.55,0.06462953268399567,5277.747814750746,79916.87684875652,86864.3411344708,S@81811.0,7517.16069674534,bearish,,,,
2025-02-28 06:00:00,CLOSE_LONG,79344.56,0.06462953268399567,,,,,,,-153.90828079291805,STOP_LOSS,5.0,7363.252415952422
2025-03-02 15:00:00,OPEN_SHORT,87427.99,0.056989952009679844,4982.516954402769,89366.02964285716,81291.23821428572,R@87078.0,7363.252415952422,bullish,,,,
2025-03-02 16:00:00,CLOSE_SHORT,91200.0,0.056989952009679844,,,,,,,-219.03866911110708,STOP_LOSS,1.0,7144.213746841315
2025-03-03 21:00:00,OPEN_LONG,85374.33,0.056057921753393095,4785.907510888361,83462.67857142857,89316.79285714286,S@84958.0,7144.213746841315,neutral,,,,
2025-03-04 01:00:00,CLOSE_LONG,83380.55,0.056057921753393095,,,,,,,-115.55118237689749,STOP_LOSS,4.0,7028.662564464417
2025-03-09 22:00:00,OPEN_LONG,80358.19,0.048804934553703945,3921.876203804107,78197.95887929328,88054.03030786471,S@81050.0,7028.662564464417,bearish,,,,
2025-03-10 18:00:00,CLOSE_LONG,77655.26,0.048804934553703945,,,,,,,-135.0010561875847,STOP_LOSS,20.0,6893.661508276833
2025-03-19 22:00:00,OPEN_SHORT,86158.52,0.051320027946251116,4421.657654207636,88173.42386428572,81942.13672142857,R@86500.0,6893.661508276833,bullish,,,,
2025-03-24 06:00:00,OPEN_SHORT,87113.37,0.08016915643961725,6983.80538751226,88403.20423571428,84297.57137857143,R@87454.0,6893.661508276833,bullish,,,,
2025-03-24 15:00:00,CLOSE_SHORT,88350.01,0.051320027946251116,,,,,,,-116.04964109851244,STOP_LOSS,113.0,6777.611867178321
2025-03-24 17:00:00,CLOSE_SHORT,88461.88,0.08016915643961725,,,,,,,-113.73919702405783,STOP_LOSS,11.0,6663.872670154263
