timestamp,type,price,size,sl,tp,atr,level,trend,rsi,capital,pnl,reason,hold_h,capital_after
2024-05-10 14:00:00,CLOSE_SHORT,61063.87,0.3075629017800938,,,,,,,,544.402037852029,TAKE_PROFIT,13.0,11314.507919715166
2024-05-11 07:00:00,OPEN_SHORT,61018.52,0.5847218966519915,61308.773571428566,60292.88607142857,290.2535714285711,趋势=bearish(+4); RSI=71.0(+4),bearish,71.02265200682218,11314.507919715166,,,,
2024-05-11 15:00:00,OPEN_SHORT,61174.18,0.6709456485793959,61427.13285714286,60541.797857142854,252.95285714285743,趋势=bearish(+4); 距压力0.6%(+3),bearish,58.32834082671337,11314.507919715166,,,,
2024-05-12 15:00:00,CLOSE_SHORT,61419.0,0.5847218966519915,,,,,,,,-262.806184737492,STOP_LOSS,32.0,11051.701734977674
2024-05-12 15:00:00,OPEN_SHORT,61419.0,0.7778506288694776,61632.12,60886.2,213.12000000000003,趋势=strong_bear(+4); RSI=71.5(+4); 距压力0.3%(+3),strong_bear,71.45894833581282,11051.701734977674,,,,
2024-05-12 17:00:00,CLOSE_SHORT,61616.3,0.6709456485793959,,,,,,,,-329.5927854471083,STOP_LOSS,26.0,10722.108949530566
2024-05-12 17:00:00,OPEN_SHORT,61616.3,0.5850626546105394,61891.196428571435,60929.05892857143,274.89642857142877,趋势=strong_bear(+4); RSI=71.9(+4); 距压力0.4%(+3),strong_bear,71.9458692008923,10722.108949530566,,,,
2024-05-13 05:00:00,CLOSE_SHORT,60858.97,0.7778506288694776,,,,,,,,397.57408934122213,TAKE_PROFIT,14.0,11119.683038871788
2024-05-13 05:00:00,CLOSE_SHORT,60858.97,0.5850626546105394,,,,,,,,414.42321758007165,TAKE_PROFIT,12.0,11534.10625645186
2024-05-13 05:00:00,OPEN_SHORT,60858.97,0.493079097830538,61209.85,59981.77,350.8800000000005,趋势=bearish(+4); 距压力1.7%(+3),bearish,35.776437899673354,11534.10625645186,,,,
2024-05-13 06:00:00,CLOSE_SHORT,61504.1,0.493079097830538,,,,,,,,-342.2339872487646,STOP_LOSS,1.0,11191.872269203095
2024-05-15 01:00:00,OPEN_SHORT,61696.0,0.37298189224749095,62146.09714285714,60570.75714285715,450.0971428571424,趋势=bearish(+4); 距压力1.8%(+3),bearish,47.27197289257251,11191.872269203095,,,,
2024-05-15 03:00:00,OPEN_SHORT,61949.99,0.45015718610866684,62322.92214285714,61017.65964285714,372.93214285714305,趋势=strong_bear(+4); 距压力1.3%(+3),strong_bear,57.16566708601271,11191.872269203095,,,,
2024-05-15 07:00:00,CLOSE_SHORT,62195.04,0.37298189224749095,,,,,,,,-204.61652931986828,STOP_LOSS,6.0,10987.255739883227
2024-05-15 07:00:00,OPEN_SHORT,62195.04,0.645934627646002,62450.18785714286,61557.17035714286,255.14785714285765,中性趋势(+1); RSI=78.9(+4); 距压力0.2%(+3),neutral,78.9318307339567,10987.255739883227,,,,
2024-05-15 09:00:00,CLOSE_SHORT,62649.98,0.45015718610866684,,,,,,,,-337.5413574579725,STOP_LOSS,6.0,10649.714382425254
2024-05-15 09:00:00,CLOSE_SHORT,62649.98,0.645934627646002,,,,,,,,-326.1181881041266,STOP_LOSS,2.0,10323.596194321128
2024-05-24 13:00:00,OPEN_SHORT,67077.12,0.3831115023843203,67481.32071428571,66066.61821428571,404.2007142857131,趋势=bearish(+4); 距压力1.9%(+3),bearish,32.97848400124866,10323.596194321128,,,,
2024-05-24 14:00:00,CLOSE_SHORT,67869.48,0.3831115023843203,,,,,,,,-324.2420678963026,STOP_LOSS,1.0,9999.354126424825
2024-05-24 19:00:00,OPEN_SHORT,69115.98,0.29199944468537004,69629.64642857142,67831.81392857143,513.6664285714277,中性趋势(+1); RSI=75.8(+4); 距压力0.2%(+3),neutral,75.80814325300743,9999.354126424825,,,,
2024-05-24 21:00:00,OPEN_SHORT,68876.0,0.32338242388460364,69339.81714285714,67716.45714285715,463.81714285714196,中性趋势(+1); RSI=77.3(+4); 距压力0.5%(+3),neutral,77.2645280733617,9999.354126424825,,,,
2024-05-25 10:00:00,CLOSE_SHORT,69387.99,0.32338242388460364,,,,,,,,-183.45342489353789,STOP_LOSS,13.0,9815.900701531287
2024-05-27 05:00:00,OPEN_SHORT,68524.61,0.5034594373518514,68817.06357142857,67793.47607142857,292.4535714285718,趋势=bearish(+4); 距压力1.5%(+3),bearish,41.33261860088014,9815.900701531287,,,,
2024-05-27 13:00:00,CLOSE_SHORT,68919.24,0.5034594373518514,,,,,,,,-226.35915911755,STOP_LOSS,8.0,9589.541542413737
2024-05-27 15:00:00,CLOSE_SHORT,70373.85,0.29199944468537004,,,,,,,,-383.58972264608747,STOP_LOSS,68.0,9205.95181976765
2024-05-28 23:00:00,OPEN_SHORT,68398.39,0.25091239346377664,68948.73857142858,67022.51857142858,550.3485714285717,趋势=bearish(+4); 距压力1.7%(+3),bearish,50.85966742003738,9205.95181976765,,,,
2024-05-29 01:00:00,OPEN_SHORT,68570.0,0.2616665289002251,69097.73,67250.675,527.7300000000012,趋势=bearish(+4); 距压力0.5%(+3),bearish,52.705897905021374,9205.95181976765,,,,
2024-05-30 17:00:00,CLOSE_SHORT,69315.1,0.25091239346377664,,,,,,,,-243.83550876743902,STOP_LOSS,42.0,8962.11631100021
2024-05-30 17:00:00,CLOSE_SHORT,69315.1,0.2616665289002251,,,,,,,,-209.3996968851825,STOP_LOSS,40.0,8752.716614115028
2024-06-02 19:00:00,OPEN_SHORT,67736.95,0.3797109285547283,68082.715,66872.5375,345.7649999999994,趋势=bearish(+4); 距压力1.1%(+3),bearish,50.17564619307108,8752.716614115028,,,,
2024-06-02 21:00:00,OPEN_SHORT,67816.14,0.3682651906499064,68172.65142857142,66924.86142857143,356.51142857142884,趋势=bearish(+4); 距压力0.9%(+3),bearish,52.05895083099339,8752.716614115028,,,,
2024-06-03 01:00:00,CLOSE_SHORT,68476.01,0.3797109285547283,,,,,,,,-301.31777866676566,STOP_LOSS,6.0,8451.398835448263
2024-06-03 01:00:00,CLOSE_SHORT,68476.01,0.3682651906499064,,,,,,,,-263.08381319568434,STOP_LOSS,4.0,8188.315022252578
2024-06-10 01:00:00,OPEN_SHORT,69625.52,0.5534711007560876,69847.43714285715,69070.72714285714,221.91714285714366,趋势=bearish(+4); 距压力0.3%(+3),bearish,60.23386706246448,8188.315022252578,,,,
2024-06-10 13:00:00,OPEN_SHORT,69408.21,0.5755282885473383,69621.62214285714,68874.67964285715,213.41214285714108,趋势=bearish(+4); 距压力0.6%(+3),bearish,39.31221880702493,8188.315022252578,,,,
2024-06-10 14:00:00,CLOSE_SHORT,69662.09,0.5755282885473383,,,,,,,,-178.13067859510193,STOP_LOSS,1.0,8010.184343657476
2024-06-10 15:00:00,CLOSE_SHORT,70066.12,0.5534711007560876,,,,,,,,-274.78548129601404,STOP_LOSS,14.0,7735.398862361462
2024-06-10 19:00:00,OPEN_SHORT,69490.8,0.3678310243070195,69806.24642857144,68702.18392857144,315.44642857142856,趋势=bearish(+4); 距压力1.0%(+3),bearish,47.75283151244533,7735.398862361462,,,,
2024-06-10 21:00:00,OPEN_SHORT,69585.48,0.37094219302018666,69898.2807142857,68803.47821428571,312.8007142857137,趋势=bearish(+4); 距压力0.9%(+3),bearish,57.37792572008464,7735.398862361462,,,,
2024-06-11 01:00:00,CLOSE_SHORT,68724.01,0.37094219302018666,,,,,,,,299.0336408066614,TAKE_PROFIT,4.0,8034.432503168124
2024-06-11 02:00:00,CLOSE_SHORT,68268.62,0.3678310243070195,,,,,,,,429.2868458609373,TAKE_PROFIT,7.0,8463.719349029061
2024-06-12 03:00:00,OPEN_SHORT,67407.0,0.2988068886188793,67831.8757142857,66344.81071428572,424.8757142857129,趋势=bearish(+4); 距压力1.6%(+3),bearish,61.93753159931363,8463.719349029061,,,,
2024-06-12 05:00:00,OPEN_SHORT,67243.21,0.3430780578062231,67613.25928571429,66318.08678571429,370.04928571428485,趋势=bearish(+4); RSI=73.1(+4); 距压力1.1%(+3),bearish,73.12870819375873,8463.719349029061,,,,
2024-06-12 09:00:00,CLOSE_SHORT,67753.32,0.3430780578062231,,,,,,,,-193.5332869967242,STOP_LOSS,4.0,8270.186062032337
2024-06-12 10:00:00,CLOSE_SHORT,67991.98,0.2988068886188793,,,,,,,,-190.97931287865867,STOP_LOSS,7.0,8079.206749153678
2024-06-12 11:00:00,OPEN_SHORT,67778.43,0.4262566024561712,68062.73785714284,67067.66035714286,284.30785714285383,趋势=bearish(+4); 距压力0.4%(+3),bearish,60.287651154223354,8079.206749153678,,,,
2024-06-12 12:00:00,CLOSE_SHORT,69339.29,0.4262566024561712,,,,,,,,-688.7058138952307,STOP_LOSS,1.0,7390.5009352584475
2024-06-12 13:00:00,OPEN_SHORT,69320.0,0.26950710864369537,69731.33428571429,68291.66428571429,411.3342857142831,中性趋势(+1); RSI=79.9(+4); 距压力0.5%(+3),neutral,79.90547189500174,7390.5009352584475,,,,
2024-06-12 14:00:00,CLOSE_SHORT,69960.57,0.26950710864369537,,,,,,,,-187.6530100682685,STOP_LOSS,1.0,7202.847925190179
2024-06-12 15:00:00,OPEN_SHORT,69734.0,0.23971177249855496,70184.71928571428,68607.2017857143,450.7192857142841,中性趋势(+1); RSI=81.2(+4); 距压力0.4%(+3),neutral,81.24980117019263,7202.847925190179,,,,
2024-06-12 19:00:00,CLOSE_SHORT,67532.92,0.23971177249855496,,,,,,,,514.4629895316757,TAKE_PROFIT,4.0,7717.310914721855
2024-06-14 13:00:00,OPEN_SHORT,67070.5,0.37717875968273723,67377.40928571428,66303.22678571427,306.90928571428856,趋势=bearish(+4); 距压力1.0%(+3),bearish,58.56979068838221,7717.310914721855,,,,
2024-06-14 15:00:00,OPEN_SHORT,66392.0,0.32946371161911603,66743.35785714287,65513.60535714285,351.35785714285987,趋势=bearish(+4); 距压力1.5%(+3),bearish,40.95884250828122,7717.310914721855,,,,
2024-06-14 16:00:00,CLOSE_SHORT,65293.4,0.37717875968273723,,,,,,,,650.314433180687,TAKE_PROFIT,3.0,8367.625347902542
2024-06-14 16:00:00,CLOSE_SHORT,65293.4,0.32946371161911603,,,,,,,,344.59460932474394,TAKE_PROFIT,1.0,8712.219957227286
2024-06-15 07:00:00,OPEN_SHORT,66076.99,0.4187781119427532,66389.04857142858,65296.84357142858,312.05857142857036,趋势=bearish(+4); RSI=70.2(+4); 距压力2.0%(+3),bearish,70.20554645270477,8712.219957227286,,,,
2024-06-15 09:00:00,OPEN_SHORT,66227.0,0.4734755108582962,66503.00857142857,65536.97857142857,276.0085714285711,趋势=bearish(+4); RSI=71.1(+4); 距压力1.7%(+3),bearish,71.14225220693132,8712.219957227286,,,,
2024-06-16 09:00:00,CLOSE_SHORT,66409.97,0.4187781119427532,,,,,,,,-161.6377913010292,STOP_LOSS,26.0,8550.582165926256
2024-06-16 10:00:00,CLOSE_SHORT,66716.31,0.4734755108582962,,,,,,,,-256.8544628650452,STOP_LOSS,25.0,8293.727703061211
2024-06-16 17:00:00,OPEN_SHORT,66578.02,0.6179401381723356,66779.34357142857,66074.71107142857,201.3235714285724,趋势=strong_bear(+4); 距压力0.3%(+3),strong_bear,62.50854131676006,8293.727703061211,,,,
2024-06-16 23:00:00,OPEN_SHORT,66676.87,0.5735861318509804,66893.76142857142,66134.64142857141,216.89142857143037,趋势=strong_bear(+4); 距压力0.5%(+3),strong_bear,57.524583878343215,8293.727703061211,,,,
2024-06-17 06:00:00,CLOSE_SHORT,66132.4,0.5735861318509804,,,,,,,,281.8294190275992,TAKE_PROFIT,7.0,8575.55712208881
2024-06-17 07:00:00,OPEN_SHORT,66172.0,0.4844061338357861,66437.54857142858,65508.12857142857,265.54857142857196,趋势=bearish(+4); 距压力1.2%(+3),bearish,35.88090469033392,8575.55712208881,,,,
2024-06-17 09:00:00,CLOSE_SHORT,65722.08,0.6179401381723356,,,,,,,,496.2182650375544,TAKE_PROFIT,16.0,9071.775387126365
2024-06-17 11:00:00,OPEN_SHORT,65817.2,0.392550850658463,66163.84714285714,64950.582142857136,346.6471428571437,趋势=bearish(+4); 距压力1.8%(+3),bearish,32.998654880838785,9071.775387126365,,,,
2024-06-17 13:00:00,CLOSE_SHORT,65200.01,0.4844061338357861,,,,,,,,445.3829550437149,TAKE_PROFIT,6.0,9517.15834217008
2024-06-17 17:00:00,CLOSE_SHORT,66607.28,0.392550850658463,,,,,,,,-330.939912997037,STOP_LOSS,6.0,9186.218429173043
2024-06-19 05:00:00,OPEN_SHORT,65413.09,0.29358677762080876,65882.43428571428,64239.72928571428,469.3442857142857,趋势=bearish(+4); RSI=68.2(+2); 距压力0.6%(+3),bearish,68.18207532124659,9186.218429173043,,,,
2024-06-19 07:00:00,OPEN_SHORT,65326.89,0.30959215520264916,65771.97,64214.19,445.07999999999964,趋势=bearish(+4); RSI=65.5(+2); 距压力0.6%(+3),bearish,65.52738393823961,9186.218429173043,,,,
2024-06-20 07:00:00,CLOSE_SHORT,65858.84,0.30959215520264916,,,,,,,,-180.93317611305974,STOP_LOSS,24.0,9005.285253059983
2024-06-20 07:00:00,OPEN_SHORT,65858.84,0.5008461459182679,66128.54214285714,65184.58464285714,269.702142857143,趋势=strong_bear(+4); RSI=73.6(+4); 距压力0.2%(+3),strong_bear,73.58967333387967,9005.285253059983,,,,
2024-06-20 10:00:00,CLOSE_SHORT,66209.49,0.29358677762080876,,,,,,,,-249.2695693469468,STOP_LOSS,29.0,8756.015683713036
2024-06-20 10:00:00,CLOSE_SHORT,66209.49,0.5008461459182679,,,,,,,,-202.0800666975847,STOP_LOSS,3.0,8553.935617015451
2024-06-22 01:00:00,OPEN_SHORT,64144.33,0.3142980458926916,64552.57,63123.73,408.24000000000007,趋势=bearish(+4); 距压力1.4%(+3),bearish,57.72754484833895,8553.935617015451,,,,
2024-06-22 03:00:00,OPEN_SHORT,64327.45,0.3557843023009357,64688.08714285714,63425.85714285714,360.63714285714275,趋势=bearish(+4); RSI=65.2(+2); 距压力0.6%(+3),bearish,65.24747388247508,8553.935617015451,,,,
2024-06-23 23:00:00,CLOSE_SHORT,63210.01,0.3557843023009357,,,,,,,,379.4172802738249,TAKE_PROFIT,44.0,8933.352897289276
2024-06-24 00:00:00,CLOSE_SHORT,63080.0,0.3142980458926916,,,,,,,,318.52229586136673,TAKE_PROFIT,47.0,9251.875193150643
2024-06-25 09:00:00,OPEN_SHORT,61468.01,0.26912719213679687,61983.67,60178.86,515.6599999999999,趋势=bearish(+4); RSI=77.7(+4); 距压力0.4%(+3),bearish,77.670887372423,9251.875193150643,,,,
2024-06-25 11:00:00,OPEN_SHORT,61187.64,0.32773313516933156,61611.08857142857,60129.01857142857,423.4485714285719,趋势=bearish(+4); RSI=65.8(+2); 距压力0.8%(+3),bearish,65.83659433176459,9251.875193150643,,,,
2024-06-25 14:00:00,CLOSE_SHORT,61763.44,0.32773313516933156,,,,,,,,-204.8267963988401,STOP_LOSS,3.0,9047.048396751803
2024-06-25 15:00:00,OPEN_SHORT,61810.0,0.27448926077082714,62304.39357142857,60574.016071428574,494.3935714285705,趋势=bearish(+4); RSI=67.5(+2); 距压力0.5%(+3),bearish,67.52407898863083,9047.048396751803,,,,
2024-06-25 18:00:00,CLOSE_SHORT,62159.09,0.26912719213679687,,,,,,,,-199.2969856599011,STOP_LOSS,9.0,8847.751411091902
2024-06-25 21:00:00,OPEN_SHORT,61916.53,0.25864964026651116,62429.64214285714,60633.74964285715,513.1121428571417,趋势=bearish(+4); RSI=68.0(+2); 距压力0.8%(+3),bearish,68.04146972549009,8847.751411091902,,,,
2024-06-28 19:00:00,CLOSE_SHORT,60123.73,0.27448926077082714,,,,,,,,449.4752059957318,TAKE_PROFIT,76.0,9297.226617087634
2024-06-28 19:00:00,CLOSE_SHORT,60123.73,0.25864964026651116,,,,,,,,451.08080733098905,TAKE_PROFIT,70.0,9748.307424418623
2024-06-29 09:00:00,OPEN_SHORT,60970.0,0.7552255405099696,61163.61714285714,60485.95714285714,193.61714285714228,趋势=bearish(+4); RSI=82.3(+4); 距压力1.5%(+3),bearish,82.25138911110929,9748.307424418623,,,,
2024-06-29 11:00:00,OPEN_SHORT,61102.33,0.7952114169565591,61286.21142857143,60642.626428571435,183.8814285714278,趋势=bearish(+4); RSI=80.6(+4); 距压力1.3%(+3),bearish,80.62793251463066,9748.307424418623,,,,
2024-06-30 07:00:00,CLOSE_SHORT,61528.01,0.7552255405099696,,,,,,,,-458.42885418541846,STOP_LOSS,22.0,9289.878570233204
2024-06-30 07:00:00,CLOSE_SHORT,61528.01,0.7952114169565591,,,,,,,,-377.5124145433656,STOP_LOSS,20.0,8912.366155689839
2024-06-30 07:00:00,OPEN_SHORT,61528.01,0.6889305262306049,61722.057857142856,61042.89035714286,194.0478571428565,趋势=strong_bear(+4); RSI=68.9(+2); 距压力0.4%(+3),strong_bear,68.92311755286039,8912.366155689839,,,,
2024-06-30 09:00:00,OPEN_SHORT,61529.7,0.6424561709654619,61737.784999999996,61009.487499999996,208.08499999999964,趋势=strong_bear(+4); RSI=67.9(+2); 距压力0.4%(+3),strong_bear,67.86603218307067,8912.366155689839,,,,
2024-06-30 18:00:00,CLOSE_SHORT,62055.31,0.6889305262306049,,,,,,,,-397.32919515376125,STOP_LOSS,11.0,8515.036960536077
2024-06-30 18:00:00,CLOSE_SHORT,62055.31,0.6424561709654619,,,,,,,,-369.44056894648384,STOP_LOSS,9.0,8145.596391589594
2024-07-05 07:00:00,OPEN_LONG,54415.05,0.1403233441042854,53544.31857142858,56591.87857142857,870.7314285714274,RSI=23.1(+4); 距支撑1.7%(+2),bearish,23.142753223258282,8145.596391589594,,,,
2024-07-05 09:00:00,OPEN_LONG,54528.0,0.13741911204357238,53638.86642857143,56750.833928571425,889.1335714285706,RSI=25.6(+4); 距支撑1.9%(+2),bearish,25.61387059238629,8145.596391589594,,,,
2024-07-05 15:00:00,CLOSE_LONG,56662.0,0.1403233441042854,,,,,,,,309.0648567914295,TAKE_PROFIT,8.0,8454.661248381024
2024-07-05 21:00:00,OPEN_SHORT,56517.61,0.17833810234750272,57228.73071428572,54739.80821428572,711.1207142857145,趋势=bearish(+4); RSI=72.9(+4),bearish,72.88435919090132,8454.661248381024,,,,
2024-07-06 09:00:00,CLOSE_LONG,56766.0,0.13741911204357238,,,,,,,,301.42640369120545,TAKE_PROFIT,24.0,8756.08765207223
2024-07-06 09:00:00,OPEN_SHORT,56766.0,0.391045573663269,57101.872142857144,55926.31964285714,335.87214285714333,趋势=bearish(+4); 距压力0.5%(+3),bearish,56.81612031271904,8756.08765207223,,,,
2024-07-06 15:00:00,CLOSE_SHORT,57317.98,0.17833810234750272,,,,,,,,-150.8569562159537,STOP_LOSS,18.0,8605.230695856277
2024-07-06 15:00:00,CLOSE_SHORT,57317.98,0.391045573663269,,,,,,,,-233.69414991260783,STOP_LOSS,6.0,8371.536545943669
2024-07-06 15:00:00,OPEN_SHORT,57317.98,0.376762472251776,57651.275,56484.7425,333.29500000000087,趋势=strong_bear(+4); RSI=76.8(+4); 距压力0.2%(+3),strong_bear,76.75093769783834,8371.536545943669,,,,
2024-07-06 16:00:00,CLOSE_SHORT,57852.62,0.376762472251776,,,,,,,,-218.7890721593758,STOP_LOSS,1.0,8152.747473784293
2024-07-06 17:00:00,OPEN_SHORT,57965.19,0.3230974003330269,58343.68642857143,57018.94892857143,378.4964285714289,趋势=strong_bear(+4); RSI=81.7(+4); 距压力0.3%(+3),strong_bear,81.74181038876833,8152.747473784293,,,,
2024-07-06 19:00:00,OPEN_SHORT,57857.99,0.34742597125640323,58209.98214285714,56978.00964285714,351.9921428571428,趋势=strong_bear(+4); RSI=86.6(+4); 距压力0.4%(+3),strong_bear,86.55624055806834,8152.747473784293,,,,
2024-07-06 23:00:00,CLOSE_SHORT,58230.13,0.34742597125640323,,,,,,,,-145.42391208028857,STOP_LOSS,4.0,8007.3235617040045
2024-07-07 02:00:00,CLOSE_SHORT,58359.99,0.3230974003330269,,,,,,,,-142.59259895198193,STOP_LOSS,9.0,7864.730962752023
2024-07-09 05:00:00,OPEN_SHORT,57291.49,0.22768571943068847,57809.62071428572,55996.16321428571,518.1307142857149,趋势=strong_bear(+4); RSI=80.2(+4); 距压力1.6%(+3),strong_bear,80.19920019891916,7864.730962752023,,,,
2024-07-09 18:00:00,CLOSE_SHORT,57907.5,0.22768571943068847,,,,,,,,-150.74834599283167,STOP_LOSS,13.0,7713.982616759191
2024-07-12 13:00:00,OPEN_SHORT,57850.2,0.26077616951751914,58293.91285714285,56740.91785714286,443.7128571428558,趋势=strong_bear(+4); 距压力1.4%(+3),strong_bear,58.28428014374023,7713.982616759191,,,,
2024-07-12 15:00:00,OPEN_SHORT,58214.0,0.27836540667337667,58629.67571428571,57174.81071428572,415.6757142857132,中性趋势(+1); RSI=70.3(+4); 距压力0.1%(+3),neutral,70.2933895044784,7713.982616759191,,,,
2024-07-12 18:00:00,CLOSE_SHORT,58296.9,0.26077616951751914,,,,,,,,-128.60407325890264,STOP_LOSS,5.0,7585.378543500288
2024-07-13 09:00:00,CLOSE_SHORT,58678.02,0.27836540667337667,,,,,,,,-142.18259387824764,STOP_LOSS,18.0,7443.195949622041
2024-07-24 09:00:00,OPEN_SHORT,66398.1,0.3380680494644008,66728.35285714286,65572.46785714287,330.2528571428572,趋势=bearish(+4); RSI=72.0(+4); 距压力1.4%(+3),bearish,72.02231634227559,7443.195949622041,,,,
2024-07-24 11:00:00,OPEN_SHORT,66367.99,0.3634288519660044,66675.19714285716,65599.97214285715,307.2071428571435,趋势=bearish(+4); 距压力1.5%(+3),bearish,63.49052652188254,7443.195949622041,,,,
2024-07-24 14:00:00,CLOSE_SHORT,66760.01,0.3380680494644008,,,,,,,,-140.3568087888816,STOP_LOSS,5.0,7302.839140833159
