date,capital,position_value,total_equity,close,peak,dd,month
2024-04-26,10999.0,999.4090103903097,11998.409010390309,64244.02,12006.969259206426,-0.07129400126974611,2024-04
2024-04-26,10999.0,997.834230759119,11996.83423075912,64142.79,12006.969259206426,-0.0844095477260872,2024-04
2024-04-26,10999.0,1003.3913065257293,12002.39130652573,64500.01,12006.969259206426,-0.03812746232515105,2024-04
2024-04-26,10999.0,993.3441720319573,11992.344172031957,63854.16,12006.969259206426,-0.12180498557747894,2024-04
2024-04-26,10999.0,987.8847907836112,11986.884790783612,63503.22,12006.969259206426,-0.16727342253678373,2024-04
2024-04-26,10999.0,990.3627780151864,11989.362778015187,63662.51,12006.969259206426,-0.14663551485099752,2024-04
2024-04-26,10999.0,995.7435991811706,11994.74359918117,64008.4,12006.969259206426,-0.10182136525319078,2024-04
2024-04-26,10999.0,996.5463121019395,11995.54631210194,64060.0,12006.969259206426,-0.09513597359905689,2024-04
2024-04-26,10999.0,991.6001382035191,11990.60013820352,63742.05,12006.969259206426,-0.13633016500275733,2024-04
2024-04-26,10999.0,995.0900726346298,11994.09007263463,63966.39,12006.969259206426,-0.10726425872974227,2024-04
2024-04-26,10999.0,996.545845408381,11995.545845408382,64059.97,12006.969259206426,-0.09513986045466769,2024-04
2024-04-26,10999.0,992.8427875855157,11991.842787585516,63821.93,12006.969259206426,-0.1259807641242312,2024-04
2024-04-26,10999.0,992.0350966001218,11991.035096600122,63770.01,12006.969259206426,-0.132707615571562,2024-04
2024-04-27,10999.0,982.8875917227851,11981.887591722785,63181.99,12006.969259206426,-0.20889257682082446,2024-04
2024-04-27,10999.0,973.7293528936011,11972.7293528936,62593.28,12006.969259206426,-0.2851669357491805,2024-04
2024-04-27,10999.0,978.9670547016186,11977.96705470162,62929.97,12006.969259206426,-0.24154475520597046,2024-04
2024-04-27,10999.0,981.3322576565356,11980.332257656535,63082.01,12006.969259206426,-0.22184617095997355,2024-04
2024-04-27,10999.0,980.812049903231,11979.81204990323,63048.57,12006.969259206426,-0.22617871934978523,2024-04
2024-04-27,10999.0,979.8736847214329,11978.873684721433,62988.25,12006.969259206426,-0.23399389036871288,2024-04
2024-04-27,10999.0,980.4920536865601,11979.49205368656,63028.0,12006.969259206426,-0.2288438066816742,2024-04
2024-04-27,10999.0,979.5404655206021,11978.540465520602,62966.83,12006.969259206426,-0.23676910527630152,2024-04
2024-04-27,10999.0,980.305531827645,11979.305531827646,63016.01,12006.969259206426,-0.2303972533082713,2024-04
2024-04-27,10999.0,979.8145702040118,11978.814570204011,62984.45,12006.969259206426,-0.23448622541301897,2024-04
2024-04-27,10999.0,976.8829568334903,11975.88295683349,62796.0,12006.969259206426,-0.25890215675450784,2024-04
2024-04-27,10999.0,977.9118605656543,11976.911860565655,62862.14,12006.969259206426,-0.2503329357466627,2024-04
2024-04-27,10999.0,980.5950373984883,11979.595037398489,63034.62,12006.969259206426,-0.22798610720975696,2024-04
2024-04-27,10999.0,983.5891877058604,11982.58918770586,63227.09,12006.969259206426,-0.2030493372161495,2024-04
2024-04-27,10999.0,982.1044799314769,11981.104479931477,63131.65,12006.969259206426,-0.21541472053921423,2024-04
2024-04-27,10999.0,979.3058742251525,11978.305874225152,62951.75,12006.969259206426,-0.2387228980310372,2024-04
2024-04-27,10999.0,976.1673600436576,11975.167360043657,62750.0,12006.969259206426,-0.26486200202756705,2024-04
2024-04-27,10999.0,986.5312238991904,11985.53122389919,63416.21,12006.969259206426,-0.17854659943264087,2024-04
2024-04-27,10999.0,985.3308880665057,11984.330888066506,63339.05,12006.969259206426,-0.1885435920689251,2024-04
2024-04-27,10999.0,985.5340553290104,11984.53405532901,63352.11,12006.969259206426,-0.18685151425880075,2024-04
2024-04-27,10999.0,984.3810111102623,11983.381011110263,63277.99,12006.969259206426,-0.19645463885964615,2024-04
2024-04-27,10999.0,984.5611548238768,11983.561154823878,63289.57,12006.969259206426,-0.19495431259307833,2024-04
2024-04-27,10999.0,984.1009949751103,11983.10099497511,63259.99,12006.969259206426,-0.1987867522273775,2024-04
2024-04-27,10999.0,987.2432427050741,11986.243242705073,63461.98,12006.969259206426,-0.17261655338594617,2024-04
2024-04-28,10999.0,989.6481146124709,11988.648114612472,63616.57,12006.969259206426,-0.15258758641283515,2024-04
2024-04-28,10999.0,989.4463474306418,11988.446347430641,63603.6,12006.969259206426,-0.1542680036561423,2024-04
2024-04-28,10999.0,994.8351023871219,11993.835102387122,63950.0,12006.969259206426,-0.10938777751290668,2024-04
2024-04-28,10999.0,995.9492554759877,11994.949255475987,64021.62,12006.969259206426,-0.1001085575464604,2024-04
2024-04-28,10999.0,993.1727399314365,11992.172739931437,63843.14,12006.969259206426,-0.12323275720593325,2024-04
2024-04-28,10999.0,994.8971726304139,11993.897172630413,63953.99,12006.969259206426,-0.10887082571639894,2024-04
2024-04-28,10999.0,995.1017399735944,11994.101739973594,63967.14,12006.969259206426,-0.10716708733942708,2024-04
2024-04-28,10999.0,994.2984047947473,11993.298404794747,63915.5,12006.969259206426,-0.11385766146770869,2024-04
2024-04-28,10999.0,991.1012427893901,11990.10124278939,63709.98,12006.969259206426,-0.1404852136529187,2024-04
2024-04-28,10999.0,991.868953693265,11990.868953693265,63759.33,12006.969259206426,-0.13409133616974553,2024-04
2024-04-28,10999.0,990.8604289131594,11989.86042891316,63694.5,12006.969259206426,-0.14249083114914673,2024-04
2024-04-28,10999.0,987.5859513415961,11986.585951341596,63484.01,12006.969259206426,-0.16976230574755935,2024-04
2024-04-28,10999.0,989.2352463776411,11988.23524637764,63590.03,12006.969259206426,-0.15602615801169553,2024-04
2024-04-28,10999.0,992.1194125697065,11991.119412569706,63775.43,12006.969259206426,-0.13200539032418238,2024-04
2024-04-28,10999.0,989.5021950931527,11988.502195093153,63607.19,12006.969259206426,-0.1538028766011269,2024-04
2024-04-28,10999.0,988.4569570864383,11987.456957086439,63540.0,12006.969259206426,-0.16250813755541021,2024-04
2024-04-28,10999.0,991.0296831104067,11990.029683110406,63705.38,12006.969259206426,-0.1410811981802246,2024-04
2024-04-28,10999.0,992.0111396641144,11991.011139664115,63768.47,12006.969259206426,-0.13290714082635524,2024-04
2024-04-28,10999.0,994.4304790718273,11993.430479071827,63923.99,12006.969259206426,-0.11275768132926432,2024-04
2024-04-28,10999.0,991.4203056189436,11990.420305618944,63730.49,12006.969259206426,-0.13782790003225126,2024-04
2024-04-28,10999.0,990.7281990715597,11989.72819907156,63686.0,12006.969259206426,-0.14359210690612803,2024-04
2024-04-28,10999.0,990.354688660171,11989.35468866017,63661.99,12006.969259206426,-0.1467028870149633,2024-04
2024-04-28,10999.0,982.4062750993629,11981.406275099363,63151.05,12006.969259206426,-0.21290122057622185,2024-04
2024-04-28,10999.0,981.9017793625308,11980.901779362532,63118.62,12006.969259206426,-0.21710291149372782,2024-04
2024-04-29,10999.0,984.061170458111,11983.061170458112,63257.43,12006.969259206426,-0.19911843057299822,2024-04
2024-04-29,10999.0,983.665569884949,11982.66556988495,63232.0,12006.969259206426,-0.20241318851416845,2024-04
2024-04-29,10999.0,975.4880097868751,11974.488009786875,62706.33,12006.969259206426,-0.270519968181355,2024-04
2024-04-29,10999.0,968.8506939966562,11967.850693996656,62279.67,12006.969259206426,-0.32579882870755034,2024-04
2024-04-29,10999.0,972.931618037457,11971.931618037457,62542.0,12006.969259206426,-0.29181086761010233,2024-04
2024-04-29,10999.0,971.4207754237926,11970.420775423792,62444.88,12006.969259206426,-0.3043939148474925,2024-04
2024-04-29,10999.0,967.6064889694644,11966.606488969464,62199.69,12006.969259206426,-0.33616118577144577,2024-04
2024-04-29,10999.0,970.7222907311082,11969.722290731108,62399.98,12006.969259206426,-0.3102112420814137,2024-04
2024-04-29,10999.0,970.6914889562413,11969.691488956241,62398.0,12006.969259206426,-0.3104677745518622,2024-04
2024-04-29,10999.0,972.8384348902594,11971.83843489026,62536.01,12006.969259206426,-0.2925869431141324,2024-04
2024-04-29,10999.0,970.5510141951067,11969.551014195107,62388.97,12006.969259206426,-0.31163771809133106,2024-04
2024-04-29,10999.0,968.4824727789314,11967.482472778931,62256.0,12006.969259206426,-0.3288655577860997,2024-04
2024-04-29,10999.0,973.8701387837748,11972.870138783775,62602.33,12006.969259206426,-0.2839944009726226,2024-04
2024-04-29,10999.0,964.7178114063328,11963.717811406334,62014.0,12006.969259206426,-0.36021952639654503,2024-04
2024-04-29,10999.0,977.4895028951333,11976.489502895134,62834.99,12006.969259206426,-0.25385054007630614,2024-04
2024-04-29,10999.0,980.6642636096786,11979.664263609679,63039.07,12006.969259206426,-0.2274095569605201,2024-04
2024-04-29,10999.0,976.8210421547178,11975.821042154717,62792.02,12006.969259206426,-0.2594178129324787,2024-04
2024-04-29,10999.0,980.5734139302738,11979.573413930273,63033.23,12006.969259206426,-0.22816619818649625,2024-04
2024-04-29,10999.0,978.034134278004,11977.034134278005,62870.0,12006.969259206426,-0.24931457957609043,2024-04
2024-04-29,10999.0,979.8599950437144,11978.859995043715,62987.37,12006.969259206426,-0.2341079048000233,2024-04
2024-04-29,10999.0,979.5714228599883,11978.571422859988,62968.82,12006.969259206426,-0.23651127718731607,2024-04
2024-04-29,10999.0,981.4914001600135,11980.491400160014,63092.24,12006.969259206426,-0.22052075319598216,2024-04
2024-04-29,10999.0,993.9017152699487,11992.901715269949,63890.0,12006.969259206426,-0.11716148873863744,2024-04
2024-04-29,10999.0,993.5283604230794,11992.528360423079,63866.0,12006.969259206426,-0.1202709732289358,2024-04
2024-04-30,10999.0,1004.6356671174407,12003.63566711744,64580.0,12006.969259206426,-0.027763809642718705,2024-04
2024-04-30,10999.0,989.4838384798484,11988.483838479848,63606.01,12006.969259206426,-0.15395575958857552,2024-04
2024-04-30,10999.0,992.2046619264083,11991.204661926407,63780.91,12006.969259206426,-0.131295391365566,2024-04
2024-04-30,10999.0,990.1368983328305,11989.13689833283,63647.99,12006.969259206426,-0.14851675296763484,2024-04
2024-04-30,10999.0,986.3409684918066,11985.340968491806,63403.98,12006.969259206426,-0.18013114090415458,2024-04
2024-04-30,10999.0,985.1901021763321,11984.190102176331,63330.0,12006.969259206426,-0.18971612684548297,2024-04
2024-04-30,10999.0,986.4657312364687,11985.465731236469,63412.0,12006.969259206426,-0.1790920548369762,2024-04
2024-04-30,10999.0,982.3703396953517,11981.370339695352,63148.74,12006.969259206426,-0.2132005084584193,2024-04
2024-04-30,10999.0,963.2449265354334,11962.244926535433,61919.32,12006.969259206426,-0.37248644271075765,2024-04
2024-04-30,10999.0,959.6465636342111,11958.64656363421,61688.01,12006.969259206426,-0.4024553951044976,2024-04
2024-04-30,10999.0,961.111670279134,11960.111670279133,61782.19,12006.969259206426,-0.39025325971717695,2024-04
2024-04-30,10999.0,952.1236190343145,11951.123619034315,61204.42,12006.969259206426,-0.46511021196535907,2024-04
2024-04-30,10999.0,952.5240421075819,11951.524042107581,61230.16,12006.969259206426,-0.46177528984952876,2024-04
2024-04-30,10999.0,946.1522749521988,11945.1522749522,60820.57,12006.969259206426,-0.514842529531988,2024-04
2024-04-30,10999.0,952.7995468716675,11951.799546871667,61247.87,12006.969259206426,-0.4594807494193987,2024-04
2024-04-30,10999.0,945.7832759118763,11944.783275911876,60796.85,12006.969259206426,-0.5179157367032371,2024-04
2024-04-30,10999.0,938.6246634167164,11937.624663416716,60336.68,12006.969259206426,-0.5775362149489874,2024-04
2024-04-30,10999.0,939.1244922179626,11938.124492217963,60368.81,12006.969259206426,-0.5733733925876046,2024-04
2024-04-30,10999.0,939.6667901330402,11938.66679013304,60403.67,12006.969259206426,-0.5688568663654578,2024-04
2024-04-30,10999.0,922.3879278199296,11921.38792781993,59292.95,12006.969259206426,-0.7127638085762266,2024-04
2024-04-30,10999.0,932.7433911914079,11931.743391191409,59958.62,12006.969259206426,-0.6265183693823249,2024-04
2024-04-30,10999.0,936.1872785247381,11935.187278524738,60180.0,12006.969259206426,-0.5978359661964532,2024-04
2024-04-30,10999.0,942.5621569705116,11941.56215697051,60589.79,12006.969259206426,-0.5447428141432403,2024-04
2024-04-30,10999.0,943.8410528855584,11942.841052885558,60672.0,12006.969259206426,-0.5340915341454429,2024-04
2024-05-01,10999.0,937.1295328195245,11936.129532819525,60240.57,12006.969259206426,-0.589988404714072,2024-05
2024-05-01,10999.0,935.4682593154756,11934.468259315476,60133.78,12006.969259206426,-0.60382431507734,2024-05
2024-05-01,10999.0,932.266897068091,11931.266897068092,59927.99,12006.969259206426,-0.6304868489630623,2024-05
2024-05-01,10999.0,937.2144710471872,11936.214471047188,60246.03,12006.969259206426,-0.5892809969925296,2024-05
2024-05-01,10999.0,937.8049939633187,11936.804993963318,60283.99,12006.969259206426,-0.5843628290237225,2024-05
2024-05-01,10999.0,934.1649397708627,11933.164939770862,60050.0,12006.969259206426,-0.6146790071855416,2024-05
2024-05-01,10999.0,926.0746513682444,11925.074651368244,59529.94,12006.969259206426,-0.6820589448531165,2024-05
2024-05-01,10999.0,894.4958317264814,11893.49583172648,57499.99,12006.969259206426,-0.9450630298977261,2024-05
2024-05-01,10999.0,889.3575356464429,11888.357535646443,57169.69,12006.969259206426,-0.9878573101953834,2024-05
2024-05-01,10999.0,888.5162427248307,11887.51624272483,57115.61,12006.969259206426,-0.9948640152468425,2024-05
2024-05-01,10999.0,898.6756948017027,11897.675694801703,57768.68,12006.969259206426,-0.9102510554103512,2024-05
2024-05-01,10999.0,900.6947667006679,11899.694766700668,57898.47,12006.969259206426,-0.8934352224105536,2024-05
2024-05-01,10999.0,901.8072085798188,11900.80720857982,57969.98,12006.969259206426,-0.8841702542480135,2024-05
2024-05-01,10999.0,891.4047647234428,11890.404764723442,57301.29,12006.969259206426,-0.9708069702402802,2024-05
2024-05-01,10999.0,894.2159711558489,11893.215971155849,57482.0,12006.969259206426,-0.9473938476469053,2024-05
2024-05-01,10999.0,884.9443257919283,11883.944325791928,56886.0,12006.969259206426,-1.0246127124891833,2024-05
2024-05-01,10999.0,887.4020896359649,11886.402089635965,57043.99,12006.969259206426,-1.0041432352132889,2024-05
2024-05-01,10999.0,893.3238086363509,11892.32380863635,57424.65,12006.969259206426,-0.9548242199601679,2024-05
2024-05-01,10999.0,916.4926547878636,11915.492654787864,58913.99,12006.969259206426,-0.7618625686779482,2024-05
2024-05-01,10999.0,886.0094760571426,11885.009476057143,56954.47,12006.969259206426,-1.0157416123620822,2024-05
2024-05-01,10999.0,892.3445299859167,11891.344529985916,57361.7,12006.969259206426,-0.9629801386545049,2024-05
2024-05-01,10999.0,900.8590428332903,11899.85904283329,57909.03,12006.969259206426,-0.8920670492348284,2024-05
2024-05-01,10999.0,900.4164617752307,11899.41646177523,57880.58,12006.969259206426,-0.8957530839743636,2024-05
2024-05-01,10999.0,907.9518515366897,11906.951851536689,58364.97,12006.969259206426,-0.8329946176304873,2024-05
2024-05-02,10999.0,898.6540713334881,11897.654071333489,57767.29,12006.969259206426,-0.9104311463870755,2024-05
2024-05-02,10999.0,888.4658398205034,11887.465839820503,57112.37,12006.969259206426,-0.995283795653035,2024-05
2024-05-02,10999.0,893.9339326819431,11892.933932681943,57463.87,12006.969259206426,-0.9497428040556168,2024-05
2024-05-02,10999.0,893.607402755452,11892.607402755451,57442.88,12006.969259206426,-0.9524623073660872,2024-05
2024-05-02,10999.0,892.8815387073304,11891.88153870733,57396.22,12006.969259206426,-0.9585076634626292,2024-05
2024-05-02,10999.0,894.2559512373679,11893.255951237368,57484.57,12006.969259206426,-0.9470608736827325,2024-05
2024-05-02,10999.0,896.495924754064,11895.495924754065,57628.56,12006.969259206426,-0.9284052623595097,2024-05
2024-05-02,10999.0,897.3129496106297,11896.31294961063,57681.08,12006.969259206426,-0.9216006737999176,2024-05
2024-05-02,10999.0,899.7045985338666,11898.704598533866,57834.82,12006.969259206426,-0.9016818344025214,2024-05
2024-05-02,10999.0,899.2307490073816,11898.230749007382,57804.36,12006.969259206426,-0.9056282884681158,2024-05
2024-05-02,10999.0,899.1848574741207,11898.18485747412,57801.41,12006.969259206426,-0.9060104959367222,2024-05
2024-05-02,10999.0,910.9805371673972,11909.980537167397,58559.66,12006.969259206426,-0.8077702203215147,2024-05
2024-05-02,10999.0,910.9327788599018,11909.932778859902,58556.59,12006.969259206426,-0.8081679752125642,2024-05
2024-05-02,10999.0,909.2780390656733,11908.278039065674,58450.22,12006.969259206426,-0.8219494695972509,2024-05
2024-05-02,10999.0,918.6901591907284,11917.690159190728,59055.25,12006.969259206426,-0.7435606612155042,2024-05
2024-05-02,10999.0,921.9399020036865,11920.939902003687,59264.15,12006.969259206426,-0.7164951899645695,2024-05
2024-05-02,10999.0,918.103525387585,11917.103525387585,59017.54,12006.969259206426,-0.7484464387208728,2024-05
2024-05-02,10999.0,920.7901246398486,11919.790124639849,59190.24,12006.969259206426,-0.7260711065761394,2024-05
2024-05-02,10999.0,923.7968756733026,11922.796875673303,59383.52,12006.969259206426,-0.70102939148098,2024-05
2024-05-02,10999.0,923.2926910655095,11922.29269106551,59351.11,12006.969259206426,-0.7052284911614122,2024-05
2024-05-02,10999.0,913.590754240572,11912.590754240571,58727.45,12006.969259206426,-0.7860310368787624,2024-05
2024-05-02,10999.0,919.5820105811874,11918.582010581187,59112.58,12006.969259206426,-0.7361328801393155,2024-05
2024-05-02,10999.0,922.9331814608784,11921.933181460878,59328.0,12006.969259206426,-0.7082226656018631,2024-05
2024-05-02,10999.0,918.7735417731959,11917.773541773196,59060.61,12006.969259206426,-0.7428662096793309,2024-05
2024-05-03,10999.0,918.3255159569527,11917.325515956953,59031.81,12006.969259206426,-0.7465975910676891,2024-05
2024-05-03,10999.0,922.6704329873941,11921.670432987394,59311.11,12006.969259206426,-0.7104109653119043,2024-05
2024-05-03,10999.0,926.2896415342333,11925.289641534233,59543.76,12006.969259206426,-0.6802684000341248,2024-05
2024-05-03,10999.0,929.035977561996,11928.035977561996,59720.3,12006.969259206426,-0.6573955503709376,2024-05
2024-05-03,10999.0,927.2267621998751,11926.226762199874,59604.0,12006.969259206426,-0.6724635939634926,2024-05
2024-05-03,10999.0,925.9615559625469,11924.961555962547,59522.67,12006.969259206426,-0.6830008595299645,2024-05
2024-05-03,10999.0,921.7935157908098,11920.79351579081,59254.74,12006.969259206426,-0.717714367008472,2024-05
2024-05-03,10999.0,920.797902865825,11919.797902865825,59190.74,12006.969259206426,-0.7260063256492626,2024-05
2024-05-03,10999.0,921.3462677971643,11920.346267797164,59225.99,12006.969259206426,-0.7214392703041453,2024-05
2024-05-03,10999.0,925.3151853839045,11924.315185383904,59481.12,12006.969259206426,-0.6883841545537869,2024-05
2024-05-03,10999.0,918.4529232984469,11917.452923298446,59040.0,12006.969259206426,-0.7455364794853828,2024-05
2024-05-03,10999.0,922.3589928192972,11921.358992819298,59291.09,12006.969259206426,-0.7130047936242168,2024-05
2024-05-03,10999.0,943.3588028750189,11942.358802875018,60641.0,12006.969259206426,-0.538107951612077,2024-05
2024-05-03,10999.0,959.6765875864802,11958.67658758648,61689.94,12006.969259206426,-0.4022053407267338,2024-05
2024-05-03,10999.0,958.5601010298215,11957.560101029821,61618.17,12006.969259206426,-0.4115039949712493,2024-05
2024-05-03,10999.0,959.6890327480425,11958.689032748043,61690.74,12006.969259206426,-0.40210169124371886,2024-05
2024-05-03,10999.0,959.5529137934548,11958.552913793455,61681.99,12006.969259206426,-0.4032353574641385,2024-05
2024-05-03,10999.0,961.4797359323393,11960.479735932338,61805.85,12006.969259206426,-0.3871878262571645,2024-05
2024-05-03,10999.0,961.8423568273612,11960.842356827361,61829.16,12006.969259206426,-0.38416773944595983,2024-05
2024-05-03,10999.0,965.5472814244607,11964.54728142446,62067.32,12006.969259206426,-0.3533112883539531,2024-05
2024-05-03,10999.0,978.5008278365906,11977.500827836591,62900.0,12006.969259206426,-0.24542772396322507,2024-05
2024-05-03,10999.0,975.9806826202229,11974.980682620222,62738.0,12006.969259206426,-0.2664167442727162,2024-05
2024-05-03,10999.0,976.6718557804896,11975.671855780489,62782.43,12006.969259206426,-0.2606603111100611,2024-05
2024-05-03,10999.0,978.2209672659582,11977.220967265957,62882.01,12006.969259206426,-0.24775854171241946,2024-05
2024-05-04,10999.0,981.3630594314022,11980.363059431402,63083.99,12006.969259206426,-0.2215896384895251,2024-05
2024-05-04,10999.0,977.8168106442222,11976.816810644223,62856.03,12006.969259206426,-0.25112455867315114,2024-05
2024-05-04,10999.0,975.3750699456971,11974.375069945698,62699.07,12006.969259206426,-0.2714605872396661,2024-05
2024-05-04,10999.0,975.7628922928825,11974.762892292882,62724.0,12006.969259206426,-0.26823061022538774,2024-05
2024-05-04,10999.0,980.9585916806271,11979.958591680626,63057.99,12006.969259206426,-0.22495824668734574,2024-05
2024-05-04,10999.0,986.0303061463075,11985.030306146307,63384.01,12006.969259206426,-0.18271849112378233,2024-05
2024-05-04,10999.0,979.5420211657973,11978.542021165797,62966.93,12006.969259206426,-0.2367561490909322,2024-05
2024-05-04,10999.0,979.4191251953695,11978.419125195369,62959.03,12006.969259206426,-0.23777968773565228,2024-05
2024-05-04,10999.0,982.5602839736964,11981.560283973697,63160.95,12006.969259206426,-0.2116185582239794,2024-05
2024-05-04,10999.0,982.8535230930084,11981.853523093008,63179.8,12006.969259206426,-0.2091763172805636,2024-05
2024-05-04,10999.0,1002.160791176256,12001.160791176257,64420.91,12006.969259206426,-0.04837580495773604,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63873.31,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,64066.35,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63730.01,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63819.09,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63609.17,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63683.01,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63463.3,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63643.63,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63921.18,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63867.73,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63903.91,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63613.92,12006.969259206426,-16.749707338775835,2024-05
2024-05-04,9995.837048032568,0.0,9995.837048032568,63892.04,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63509.52,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63315.47,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63141.71,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63235.93,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63345.2,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63211.67,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63382.84,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63736.87,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63668.0,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63673.42,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,9995.837048032568,0.0,9995.837048032568,63688.48,12006.969259206426,-16.749707338775835,2024-05
2024-05-05,10994.837048032568,1002.6872991787525,11997.524347211322,63859.63,12006.969259206426,-0.07866191535272042,2024-05
2024-05-05,10994.837048032568,1000.57859757369,11995.41564560626,63725.33,12006.969259206426,-0.09622422903521376,2024-05
