timestamp,type,price,shares,value,signal,pnl,reason,capital_after,holding_hours
2024-04-25 03:00:00,OPEN_SHORT,64282.01,0.015556451952886973,1000.0,SELL,,,,
2024-05-04 10:00:00,CLOSE_SHORT,64420.91,0.015556451952886973,,,-4.16295196743215,TRAILING_12,9995.837048032568,223.0
2024-05-05 10:00:00,OPEN_SHORT,63688.48,0.015701426694435163,1000.0,SELL,,,,
2024-05-20 16:00:00,CLOSE_SHORT,68190.06,0.015701426694435163,,,-72.75190960751434,STOP_LOSS_6,9923.085138425055,366.0
2024-05-20 22:00:00,OPEN_SHORT,69590.77,0.014369721731775635,1000.0,SELL,,,,
2024-07-14 21:00:00,CLOSE_SHORT,61276.36,0.014369721731775635,,,117.59523382195675,TRAILING_12,10040.68037224701,1319.0
2024-07-15 04:00:00,OPEN_SHORT,62610.0,0.015971889474524836,1000.0,SELL,,,,
2024-07-19 16:00:00,CLOSE_SHORT,66419.43,0.015971889474524836,,,-62.904638715859846,STOP_LOSS_6,9977.77573353115,108.0
2024-07-19 20:00:00,OPEN_SHORT,66931.8,0.014940581308137536,1000.0,SELL,,,,
2024-08-06 00:00:00,CLOSE_SHORT,56038.0,0.014940581308137536,,,160.92246435924346,TRAILING_12,10138.698197890395,412.0
2024-08-06 01:00:00,OPEN_LONG,55723.98,0.017945595415115718,1000.0,BUY,,,,
2024-08-06 02:00:00,CLOSE_LONG,55845.44,0.017945595415115718,,,0.17749234710095152,DAILY_LOSS,10138.875690237495,1.0
2024-08-06 02:00:00,OPEN_LONG,55845.44,0.017906564976477937,1000.0,BUY,,,,
2024-08-06 03:00:00,CLOSE_LONG,55665.73,0.017906564976477937,,,-5.214770803130818,DAILY_LOSS,10133.660919434364,1.0
2024-08-06 03:00:00,OPEN_LONG,55665.73,0.01796437413108568,1000.0,BUY,,,,
2024-08-06 04:00:00,CLOSE_LONG,55493.98,0.01796437413108568,,,-5.082295875756813,DAILY_LOSS,10128.578623558607,1.0
2024-08-06 04:00:00,OPEN_LONG,55493.98,0.018019972616849612,1000.0,BUY,,,,
2024-08-06 05:00:00,CLOSE_LONG,55925.97,0.018019972616849612,,,5.776663522782201,DAILY_LOSS,10134.35528708139,1.0
2024-08-06 05:00:00,OPEN_LONG,55925.97,0.017880780610510644,1000.0,BUY,,,,
2024-08-06 06:00:00,CLOSE_LONG,55782.0,0.017880780610510644,,,-4.571721688510706,DAILY_LOSS,10129.783565392878,1.0
2024-08-06 06:00:00,OPEN_LONG,55782.0,0.01792692983399663,1000.0,BUY,,,,
2024-08-06 07:00:00,CLOSE_LONG,55999.99,0.01792692983399663,,,1.903983543078425,DAILY_LOSS,10131.687548935955,1.0
2024-08-06 07:00:00,OPEN_LONG,55999.99,0.017857146045918936,1000.0,BUY,,,,
2024-08-06 08:00:00,CLOSE_LONG,54992.0,0.017857146045918936,,,-19.98182481818276,DAILY_LOSS,10111.705724117772,1.0
2024-08-06 08:00:00,OPEN_LONG,54992.0,0.018184463194646495,1000.0,BUY,,,,
2024-08-06 09:00:00,CLOSE_LONG,55211.99,0.018184463194646495,,,1.9963996581321908,DAILY_LOSS,10113.702123775904,1.0
2024-08-06 09:00:00,OPEN_LONG,55211.99,0.018112007917120903,1000.0,BUY,,,,
2024-08-06 10:00:00,CLOSE_LONG,55062.0,0.018112007917120903,,,-4.71390344742133,DAILY_LOSS,10108.988220328481,1.0
2024-08-06 10:00:00,OPEN_LONG,55062.0,0.018161345392466673,1000.0,BUY,,,,
2024-08-06 11:00:00,CLOSE_LONG,55210.01,0.018161345392466673,,,0.6853726708076238,DAILY_LOSS,10109.673592999288,1.0
2024-08-06 11:00:00,OPEN_LONG,55210.01,0.018112657469179953,1000.0,BUY,,,,
2024-08-06 12:00:00,CLOSE_LONG,54772.01,0.018112657469179953,,,-9.925410627529232,DAILY_LOSS,10099.748182371759,1.0
2024-08-06 12:00:00,OPEN_LONG,54772.01,0.01825750050071195,1000.0,BUY,,,,
2024-08-06 13:00:00,CLOSE_LONG,55204.0,0.01825750050071195,,,5.879170583661335,DAILY_LOSS,10105.62735295542,1.0
2024-08-06 13:00:00,OPEN_LONG,55204.0,0.018114629374682993,1000.0,BUY,,,,
2024-08-06 14:00:00,CLOSE_LONG,56132.01,0.018114629374682993,,,14.793746648793672,DAILY_LOSS,10120.421099604213,1.0
2024-08-06 14:00:00,OPEN_LONG,56132.01,0.017815146829767897,1000.0,BUY,,,,
2024-08-06 15:00:00,CLOSE_LONG,56405.99,0.017815146829767897,,,2.876112934491516,DAILY_LOSS,10123.297212538704,1.0
2024-08-06 15:00:00,OPEN_LONG,56405.99,0.017728613574551213,1000.0,BUY,,,,
2024-08-06 16:00:00,CLOSE_LONG,56775.52,0.017728613574551213,,,4.544703319629775,DAILY_LOSS,10127.841915858333,1.0
2024-08-06 16:00:00,OPEN_LONG,56775.52,0.01761322485465567,1000.0,BUY,,,,
2024-08-06 17:00:00,CLOSE_LONG,56494.0,0.01761322485465567,,,-6.953516586021351,DAILY_LOSS,10120.888399272311,1.0
2024-08-06 17:00:00,OPEN_LONG,56494.0,0.01770099479590753,1000.0,BUY,,,,
2024-08-06 18:00:00,CLOSE_LONG,56729.99,0.01770099479590753,,,2.1730805041245276,DAILY_LOSS,10123.061479776436,1.0
2024-08-06 18:00:00,OPEN_LONG,56729.99,0.01762736076632483,1000.0,BUY,,,,
2024-08-06 19:00:00,CLOSE_LONG,56765.48,0.01762736076632483,,,-1.3750305614365743,DAILY_LOSS,10121.686449214998,1.0
2024-08-06 19:00:00,OPEN_LONG,56765.48,0.017616340071465966,1000.0,BUY,,,,
2024-08-06 20:00:00,CLOSE_LONG,56541.99,0.017616340071465966,,,-5.933138766729257,DAILY_LOSS,10115.753310448268,1.0
2024-08-06 20:00:00,OPEN_LONG,56541.99,0.017685971080961246,1000.0,BUY,,,,
2024-08-06 21:00:00,CLOSE_LONG,56458.01,0.017685971080961246,,,-3.4837825835276135,DAILY_LOSS,10112.26952786474,1.0
2024-08-06 21:00:00,OPEN_LONG,56458.01,0.01771227855887942,1000.0,BUY,,,,
2024-08-06 22:00:00,CLOSE_LONG,56200.26,0.01771227855887942,,,-6.560774458752462,DAILY_LOSS,10105.708753405988,1.0
