signal,composite,technical_score,ai_score,price_score,rsi,macd,fear_greed,price_change_24h_pct,close,timestamp
NEUTRAL,57,76,37,60,56.27657685291317,139.1571772205425,75,1.1489199729507904,61730.67,2024-06-28 02:00:00
NEUTRAL,58,79,37,60,46.82253890588366,142.38931213217438,76,1.2956993026068897,61828.17,2024-06-28 03:00:00
NEUTRAL,58,79,37,60,50.43248387437886,137.09825757994986,76,1.0413649764816846,61750.44,2024-06-28 04:00:00
NEUTRAL,58,79,37,60,50.59426568619552,119.70944552245055,76,1.313220021215189,61604.01,2024-06-28 05:00:00
NEUTRAL,58,79,37,60,47.905882142393736,106.07365891875088,76,1.447021591811004,61620.96,2024-06-28 06:00:00
NEUTRAL,56,74,37,60,39.655157915979935,72.56728868600476,76,0.9145637867941314,61350.01,2024-06-28 07:00:00
NEUTRAL,56,74,37,60,41.85342732134172,55.87520615395624,76,1.0091183912200652,61480.21,2024-06-28 08:00:00
NEUTRAL,55,71,37,60,52.318919818385034,47.5324610800817,76,0.4320463268800756,61547.55,2024-06-28 09:00:00
NEUTRAL,55,71,37,60,51.335141666221844,40.501507405904704,76,0.7169529181880296,61548.14,2024-06-28 10:00:00
NEUTRAL,55,71,37,60,53.564284920546726,45.84783706396411,76,0.8072093577327522,61690.0,2024-06-28 11:00:00
NEUTRAL,54,74,32,60,44.790487939762485,25.98849036228785,86,0.08674334728573374,61395.09,2024-06-28 12:00:00
NEUTRAL,46,68,27,40,41.42331628410884,2.3871390676649753,76,-1.1163252137441515,61297.99,2024-06-28 13:00:00
SELL,39,52,27,40,37.869120560187845,-45.644428346269706,76,-1.2991578323599318,60928.02,2024-06-28 14:00:00
NEUTRAL,41,56,27,40,26.663917637889526,-72.06717286320782,76,-0.8347245680135118,61062.01,2024-06-28 15:00:00
NEUTRAL,41,56,27,40,29.907192811254845,-101.67966873415571,77,-1.2550682926252277,60940.01,2024-06-28 16:00:00
NEUTRAL,42,59,27,40,24.751941111223147,-132.76615787824994,77,-1.6420526401832114,60826.63,2024-06-28 17:00:00
NEUTRAL,41,56,27,40,25.815653414155733,-155.49778147686447,77,-1.7038288275549873,60828.02,2024-06-28 18:00:00
SELL,35,59,20,20,19.97306200606917,-227.71808165837865,76,-2.1582912937347376,60123.73,2024-06-28 19:00:00
SELL,32,51,20,20,22.76912957684712,-273.23486292128655,76,-2.054197616611031,60229.92,2024-06-28 20:00:00
SELL,37,47,27,40,29.663539040218268,-294.9261888347246,75,-1.9013735690499356,60366.01,2024-06-28 21:00:00
SELL,30,47,20,20,25.727167973182944,-308.4018864724858,76,-2.0636271798138983,60367.99,2024-06-28 22:00:00
SELL,30,47,20,20,25.483558782443254,-310.6708588499678,76,-2.0721165868020086,60427.84,2024-06-28 23:00:00
SELL,34,43,22,40,35.196715755159246,-281.55668212178716,85,-1.2821474983755743,60770.71,2024-06-29 00:00:00
SELL,37,47,27,40,34.91066544774377,-245.1419091054413,75,-1.9180573855017369,60901.03,2024-06-29 01:00:00
SELL,36,43,27,40,37.1854628422426,-224.58581162419432,75,-1.5626268109515062,60766.05,2024-06-29 02:00:00
SELL,36,43,27,40,38.650771804264544,-206.24430149929685,75,-1.7244081459955818,60762.0,2024-06-29 03:00:00
SELL,34,39,27,40,46.14389918769019,-188.6024425524447,76,-1.58199682463801,60773.55,2024-06-29 04:00:00
SELL,36,43,27,40,42.0235366690241,-173.5509297872195,76,-1.3667779094250654,60762.02,2024-06-29 05:00:00
SELL,34,39,27,40,47.498644398655195,-152.94178525848838,76,-1.2547840864536974,60847.75,2024-06-29 06:00:00
SELL,34,44,22,40,55.830151340570666,-118.73471435695683,86,-0.48526479457786653,61052.3,2024-06-29 07:00:00
SELL,36,48,22,40,53.84208556816769,-96.18678456964699,86,-0.8103095288711559,60982.03,2024-06-29 08:00:00
SELL,33,37,27,40,82.25138911119706,-78.38454004033701,78,-0.9383801629796795,60970.0,2024-06-29 09:00:00
SELL,33,37,27,40,81.07075502373638,-61.60039358527865,78,-0.8997509916627844,60994.36,2024-06-29 10:00:00
SELL,31,37,22,40,80.62793251472456,-39.13543105114513,88,-0.9526179283514291,61102.33,2024-06-29 11:00:00
SELL,31,37,22,40,76.94755600814628,-25.62772044974554,87,-0.5695243707599329,61045.43,2024-06-29 12:00:00
SELL,31,37,22,40,76.90529705258768,-10.161819318171183,87,-0.3181344119113749,61102.98,2024-06-29 13:00:00
NEUTRAL,47,52,37,60,62.40519282475205,-4.707089721421653,78,0.1476988748362551,61018.01,2024-06-29 14:00:00
NEUTRAL,53,67,37,60,60.73782257473028,6.639346170282806,78,0.07204151975999107,61106.0,2024-06-29 15:00:00
NEUTRAL,53,67,37,60,63.31782336107622,7.788042710271839,78,0.11470296772186916,61009.91,2024-06-29 16:00:00
NEUTRAL,53,67,37,60,64.79121345572202,11.061032390221953,78,0.352049751893202,61040.77,2024-06-29 17:00:00
NEUTRAL,52,63,37,60,65.0405133446423,14.956724790281442,78,0.3797920760860052,61059.04,2024-06-29 18:00:00
NEUTRAL,52,63,37,60,65.72472023765158,17.706834507815074,78,1.552897666196018,61057.39,2024-06-29 19:00:00
NEUTRAL,53,67,37,60,61.747110414125494,19.07017591605836,78,1.3615824161812062,61050.0,2024-06-29 20:00:00
NEUTRAL,55,71,37,60,49.447309128849945,19.52133883229544,78,1.1247720364489844,61044.99,2024-06-29 21:00:00
NEUTRAL,55,71,37,60,49.09688752758894,13.670240389663377,78,0.9972337989056834,60970.0,2024-06-29 22:00:00
NEUTRAL,55,71,37,60,51.243514045446425,10.26085852846154,78,0.9248055201046546,60986.68,2024-06-29 23:00:00
NEUTRAL,55,71,37,60,52.20625849544734,10.493726203829283,78,0.4177012248170353,61024.55,2024-06-30 00:00:00
NEUTRAL,53,66,37,60,39.014997338676665,5.566044454295479,79,0.10009682923259877,60961.99,2024-06-30 01:00:00
NEUTRAL,44,43,37,60,35.121195039458726,-8.546595599662396,78,0.11226663572831974,60834.27,2024-06-30 02:00:00
NEUTRAL,44,43,37,60,35.71009635525752,-14.396708512598707,78,0.22435074553175394,60898.32,2024-06-30 03:00:00
NEUTRAL,45,47,37,60,34.009841734273266,-28.450139330278034,78,0.0065818106725679115,60777.55,2024-06-30 04:00:00
NEUTRAL,45,47,37,60,26.559308487019564,-38.20231288452487,78,0.04483063597953141,60789.26,2024-06-30 05:00:00
NEUTRAL,42,39,37,60,51.822505870311076,-25.3911404511382,78,0.3162483411465411,61040.18,2024-06-30 06:00:00
NEUTRAL,46,54,32,60,68.92311755293534,23.850674309505848,87,0.7791844041911578,61528.01,2024-06-30 07:00:00
NEUTRAL,50,63,32,60,69.15622711328673,64.39225938625168,87,0.9412280962112884,61556.01,2024-06-30 08:00:00
